"Id","dept_rank","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"2420",6,"Biology",NA,28169,"1985",1
"2421",105,"Medical",4652401,13887,"1985",1
"2422",19,"Medical",NA,9410,"1995",1
"2423",30,"Medical",NA,10274,"1980",1
"2424",NA,"Biology",NA,5821,"1965",1
"2425",57,"Biology",459425,7251,"1965",1
"2426",72,"Medical",NA,851,"2000",1
"2427",84,"Medical",NA,3844,"1985",1
"2428",57,"Biology",26035663,33752,"1985",1
"2429",NA,"Medical",NA,24207,"1980",1
"2430",52,"Medical",NA,19055,"1970",1
"2431",12,"Medical",NA,13455,"1985",1
"2432",8,"Biology",NA,22695,"1975",1
"2433",9,"Technology",4328132,4790,"1970",1
"2434",NA,"Medical",NA,15372,"1975",1
"2435",NA,"Medical",NA,25199,"1965",1
"2436",62,"Biology",NA,7527,"1990",1
"2437",NA,"Biology",7833817,6662,"1990",0
"2438",168,"Medical",NA,6865,"1980",1
"2439",NA,"Biology",NA,31497,"1970",1
"2440",NA,"Biology",4483646,13281,"1985",1
"2441",13,"Biology",NA,12117,"1995",1
"2442",NA,"Biology",9527045,12088,"1980",1
"2443",NA,"Biology",NA,24570,"1975",1
"2444",1,"Medical",NA,18864,"1970",1
"2445",2,"Biology",3349445,11887,"1985",0
"2446",NA,"Medical",NA,11350,"1985",1
"2447",NA,"Biology",NA,26560,"1960",1
"2448",8,"Biology",1193210,23722,"1985",1
"2449",NA,"Medical",2200722,5124,"1985",1
"2450",22,"Medical",NA,8300,"1985",1
"2451",24,"Medical",NA,1469,"2000",1
"2452",NA,"Medical",NA,8470,"1985",1
"2453",45,"Biology",2490754,11156,"1970",1
"2454",3,"Medical",NA,9588,"1995",1
"2455",NA,"Biology",NA,22345,"1980",1
"2456",NA,"Medical",5419288,78980,"1990",1
"2457",NA,"Biology",NA,26429,"1985",1
"2458",NA,"Biology",NA,8459,"1975",1
"2459",56,"Medical",13783237,8577,"1980",1
"2460",NA,"Biology",NA,2472,"2000",1
"2461",45,"Biology",2007964,27186,"1970",1
"2462",16,"Biology",NA,6458,"1990",1
"2463",10,"Biology",NA,2338,"1995",1
"2464",NA,"Biology",NA,2114,"2000",1
"2465",13,"Medical",NA,7432,"1970",1
"2466",NA,"Biology",NA,8405,"1965",0
"2467",22,"Medical",37385249,13197,"1985",1
"2468",111,"Medical",NA,5743,"1975",1
"2469",NA,"Medical",NA,6057,"1990",1
"2470",NA,"Biology",28913330,12188,"1980",1
"2471",18,"Biology",3603508,9729,"1995",0
"2472",16,"Medical",NA,20177,"1985",1
"2473",312,"Biology",NA,5075,"1975",1
"2474",9,"Biology",NA,900,"2000",1
"2475",2,"Medical",18656119,7102,"1975",1
"2476",6,"Medical",NA,7409,"1980",1
"2477",NA,"Medical",534419,1179,"2000",1
"2478",7,"Biology",NA,19983,"1975",1
"2479",NA,"Biology",NA,5073,"1990",1
"2480",188,"Biology",46862240,7722,"1980",1
"2481",38,"Medical",NA,3582,"1985",1
"2482",43,"Medical",523621,10901,"1980",1
"2483",NA,"Medical",3556559,2842,"2005",1
"2484",60,"Medical",1604834,2042,"2000",1
"2485",NA,"Medical",NA,9535,"1975",1
"2486",NA,"Biology",20237377,25363,"1990",1
"2487",3,"Medical",1340223,5873,"1970",1
"2488",NA,"Biology",NA,30829,"1975",1
"2489",2,"Medical",NA,5265,"1990",1
"2490",16,"Medical",NA,27427,"1965",1
"2491",190,"Biology",5029389,17025,"1975",1
"2492",NA,"Biology",NA,8216,"1985",1
"2493",112,"Biology",2910542,3072,"1980",1
"2494",175,"Biology",12219907,3629,"1990",1
"2495",NA,"Medical",NA,11937,"1980",1
"2496",9,"Biology",NA,3703,"1990",1
"2497",16,"Biology",NA,4713,"1990",1
"2498",NA,"Medical",4427080,2141,"2000",1
"2499",NA,"Biology",NA,2452,"1995",1
"2500",NA,"Biology",554504,8691,"1975",1
"2501",1,"Medical",NA,2773,"2000",1
"2502",163,"Biology",NA,21285,"1985",1
"2503",NA,"Biology",50483065,17578,"1990",1
"2504",304,"Biology",NA,1952,"2000",1
"2505",64,"Biology",NA,1357,"2000",1
"2506",NA,"Biology",NA,11794,"1990",1
"2507",NA,"Biology",3873411,23234,"1985",1
"2508",51,"Biology",NA,7478,"1980",1
"2509",67,"Technology",6062731,5214,"1990",1
"2510",85,"Biology",3587651,7066,"1990",1
"2511",247,"Biology",6649803,6007,"1990",1
"2512",9,"Biology",NA,1914,"2000",1
"2513",13,"Biology",12313120,4764,"1990",1
"2514",9,"Biology",NA,1802,"1990",1
"2515",5,"Medical",6195817,16918,"1990",1
"2516",NA,"Biology",NA,10960,"1990",1
"2517",16,"Biology",NA,15970,"1995",1
"2518",60,"Medical",NA,8517,"1980",1
"2519",96,"Biology",NA,8575,"1975",1
"2520",16,"Biology",NA,21557,"1990",1
"2521",16,"Medical",11649001,10768,"1990",1
"2522",NA,"Biology",NA,6782,"1995",1
"2523",24,"Medical",NA,8774,"1995",1
"2524",96,"Biology",NA,10195,"1985",1
"2525",33,"Biology",2720671,7972,"1975",1
"2526",99,"Biology",NA,19711,"1985",1
"2527",NA,"Biology",NA,7923,"1970",1
"2528",NA,"Biology",NA,11269,"1985",1
"2529",78,"Medical",2281810,15683,"1980",1
"2530",NA,"Biology",NA,30960,"1970",1
"2531",16,"Biology",38199118,13806,"1980",1
"2532",NA,"Biology",NA,2945,"2000",1
"2533",101,"Biology",NA,21091,"1985",1
"2534",38,"Medical",145311,10549,"1970",1
"2535",NA,"Medical",NA,8594,"1970",1
"2536",NA,"Biology",NA,3745,"1985",1
"2537",1,"Biology",NA,5197,"1990",1
"2538",2,"Medical",NA,24609,"1980",1
"2539",16,"Medical",NA,322,"2000",1
"2540",90,"Biology",14719718,8248,"1980",1
"2541",52,"Medical",NA,8814,"1975",1
"2542",99,"Biology",NA,4529,"1980",1
"2543",38,"Medical",NA,27106,"1970",1
"2544",8,"Biology",NA,2832,"1975",0
"2545",12,"Medical",219324,3935,"1985",1
"2546",9,"Medical",NA,4149,"2000",1
"2547",NA,"Medical",NA,1028,"2000",0
"2548",56,"Medical",NA,7876,"1990",1
"2549",NA,"Technology",NA,5380,"1990",1
"2550",39,"Biology",NA,5937,"1970",1
"2551",NA,"Medical",NA,11601,"1980",1
"2552",NA,"Biology",NA,9953,"1985",1
"2553",NA,"Biology",NA,4626,"1975",1
"2554",190,"Biology",NA,5111,"1995",1
"2555",155,"Medical",NA,2384,"1980",0
"2556",23,"Biology",NA,5915,"1975",1
"2557",NA,"Biology",3121187,13346,"1970",1
"2558",52,"Medical",NA,4739,"2000",1
"2559",NA,"Medical",NA,5414,"1985",1
"2560",19,"Medical",119373,13038,"1965",1
"2561",3,"Biology",NA,52974,"1975",1
"2562",NA,"Biology",52434052,12399,"1980",1
"2563",13,"Medical",1570925,42168,"1980",1
"2564",NA,"Biology",NA,5799,"1970",1
"2565",54,"Biology",1918702,14591,"1975",1
"2566",27,"Biology",NA,8797,"1980",1
"2567",65,"Biology",128569,31984,"1990",1
"2568",NA,"Medical",1276281,18776,"1985",1
"2569",NA,"Biology",NA,2027,"1985",1
"2570",13,"Medical",40445792,33689,"1980",1
"2571",38,"Biology",1628370,2534,"1995",1
"2572",50,"Medical",NA,9223,"1970",1
"2573",NA,"Biology",24370559,25135,"1985",1
"2574",NA,"Medical",NA,10958,"1980",1
"2575",NA,"Biology",NA,12921,"1985",1
"2576",163,"Biology",NA,3370,"1995",1
"2577",4,"Biology",NA,12047,"1985",1
"2578",2,"Medical",1624479,8191,"1985",1
"2579",16,"Medical",NA,3726,"1990",0
"2580",2,"Biology",NA,9531,"1975",1
"2581",NA,"Biology",781583,5396,"1995",1
"2582",24,"Medical",NA,744,"1990",1
"2583",3,"Technology",NA,1559,"2000",1
"2584",NA,"Medical",NA,35361,"1985",1
"2585",16,"Medical",NA,8817,"1985",1
"2586",NA,"Technology",1584665,8684,"1985",1
"2587",38,"Medical",NA,1982,"2000",1
"2588",NA,"Biology",1434913,4950,"2000",1
"2589",30,"Technology",7427921,17321,"1980",1
"2590",30,"Medical",NA,28060,"1985",1
"2591",NA,"Medical",84946,11289,"1985",1
"2592",10,"Technology",NA,2082,"1995",1
"2593",NA,"Biology",NA,18640,"1970",1
"2594",NA,"Biology",34507281,15724,"1990",1
"2595",4,"Biology",NA,87034,"1990",1
"2596",3,"Medical",NA,5277,"1990",0
"2597",NA,"Biology",NA,4473,"1995",1
"2598",30,"Medical",NA,3205,"1995",1
"2599",3,"Medical",NA,3573,"1985",1
"2600",NA,"Biology",NA,6456,"1990",1
"2601",3,"Medical",NA,9577,"1975",1
"2602",NA,"Biology",NA,20026,"1990",1
"2603",210,"Biology",5227751,13855,"1970",1
"2604",NA,"Biology",15836966,32758,"1980",1
"2605",52,"Medical",NA,13946,"1990",1
"2606",27,"Medical",30422783,22118,"1975",1
"2607",NA,"Medical",NA,2939,"1995",1
"2608",45,"Biology",NA,4943,"1985",1
"2609",73,"Biology",167212,8680,"1975",1
"2610",112,"Biology",3379195,5020,"1980",1
"2611",NA,"Biology",132686,24727,"1970",1
"2612",NA,"Biology",NA,1037,"1985",1
"2613",123,"Biology",NA,12456,"1970",1
"2614",NA,"Biology",NA,28166,"1985",1
"2615",13,"Medical",1412388,23809,"1980",1
"2616",3,"Medical",NA,5530,"1980",1
"2617",8,"Biology",NA,6472,"2000",1
"2618",NA,"Biology",NA,16754,"1980",1
"2619",NA,"Biology",NA,22289,"1990",1
"2620",NA,"Biology",1333843,6787,"1980",1
"2621",NA,"Medical",1987997,2696,"1990",1
"2622",2,"Medical",3625023,3654,"1995",1
"2623",NA,"Biology",285425,3640,"1985",1
"2624",NA,"Biology",1145771,43202,"1970",1
"2625",17,"Biology",5257855,21767,"1970",1
"2626",NA,"Biology",NA,5456,"2000",1
"2627",26,"Biology",333649,4036,"1985",1
"2628",NA,"Medical",NA,4911,"1970",0
"2629",NA,"Technology",NA,3038,"1995",1
"2630",3,"Medical",17582548,48131,"1965",1
"2631",NA,"Medical",992236,24855,"1985",1
"2632",16,"Medical",13639,12193,"1970",1
"2633",NA,"Medical",NA,57022,"1980",1
"2634",72,"Medical",NA,38245,"1990",1
"2635",NA,"Medical",833365,6804,"1985",1
"2636",65,"Medical",NA,768,"1990",1
"2637",13,"Biology",NA,22164,"1965",1
"2638",9,"Biology",519457,3207,"1995",1
"2639",16,"Medical",NA,33052,"1980",1
"2640",NA,"Medical",NA,2300,"1985",1
"2641",NA,"Medical",3552072,20462,"1970",1
"2642",26,"Biology",NA,16047,"2000",1
"2643",26,"Biology",1070156,12665,"1990",1
"2644",57,"Biology",1163277,12353,"1980",1
"2645",NA,"Biology",NA,3518,"1975",1
"2646",13,"Medical",NA,1501,"1995",0
"2647",48,"Medical",8353047,29832,"1965",1
"2648",NA,"Biology",NA,1008,"1975",1
"2649",52,"Medical",3841261,1693,"2000",1
"2650",13,"Medical",NA,6941,"1995",1
"2651",65,"Biology",NA,23253,"1975",1
"2652",NA,"Medical",NA,6272,"1980",1
"2653",13,"Biology",5918384,16864,"1980",1
"2654",NA,"Biology",1046440,13185,"1980",1
"2655",NA,"Medical",NA,16317,"1970",1
"2656",81,"Biology",NA,4593,"1985",1
"2657",NA,"Biology",NA,10533,"1995",1
"2658",13,"Biology",36096170,9793,"2000",1
"2659",1,"Biology",NA,46825,"1990",1
"2660",13,"Medical",NA,1275,"1980",1
"2661",82,"Medical",NA,1987,"1990",1
"2662",NA,"Medical",NA,16893,"1980",1
"2663",NA,"Biology",NA,31131,"1990",1
"2664",152,"Biology",2430564,3226,"1990",1
"2665",30,"Medical",5764047,6243,"1995",1
"2666",82,"Biology",NA,13119,"1960",1
"2667",16,"Biology",40612151,53837,"1995",1
"2668",24,"Medical",NA,24446,"1960",1
"2669",26,"Biology",412423,7181,"1975",1
"2670",22,"Biology",NA,82135,"1975",1
"2671",NA,"Medical",1834926,9025,"1990",1
"2672",22,"Medical",NA,5795,"2000",1
"2673",21,"Medical",NA,15698,"1980",1
"2674",96,"Biology",474544,3379,"1980",1
"2675",8,"Biology",4216197,975,"2000",0
"2676",111,"Technology",3168858,13619,"1975",1
"2677",65,"Medical",NA,1926,"1990",1
"2678",9,"Biology",605649,29043,"1990",1
"2679",41,"Biology",17104300,14430,"1965",1
"2680",26,"Biology",NA,10249,"1990",1
"2681",6,"Technology",1097844,12162,"1985",1
"2682",NA,"Biology",NA,5387,"1985",1
"2683",90,"Biology",5310712,17369,"1975",1
"2684",121,"Biology",NA,12472,"1985",1
"2685",NA,"Biology",117937620,23647,"1980",1
"2686",196,"Biology",NA,7689,"1995",1
"2687",38,"Biology",NA,10847,"1990",1
"2688",102,"Technology",NA,1571,"2000",1
"2689",NA,"Biology",NA,25235,"1975",1
"2690",NA,"Medical",NA,7849,"1985",1
"2691",23,"Biology",NA,2696,"2000",1
"2692",8,"Biology",14224,3695,"1990",1
"2693",70,"Medical",NA,8044,"1975",1
"2694",159,"Biology",11698027,30008,"1985",1
"2695",99,"Biology",NA,54189,"1980",1
"2696",56,"Medical",NA,9447,"1980",1
"2697",9,"Medical",NA,3510,"1995",1
"2698",NA,"Medical",NA,6671,"1990",1
"2699",99,"Biology",3582194,11547,"1990",1
"2700",51,"Biology",14348818,7765,"1995",1
"2701",NA,"Biology",495918,4201,"1975",1
"2702",26,"Biology",3810627,4101,"1980",0
"2703",NA,"Biology",10002345,20279,"1975",1
"2704",NA,"Medical",NA,5918,"1975",1
"2705",6,"Biology",NA,12862,"1970",1
"2706",NA,"Biology",NA,18859,"1980",1
"2707",13,"Biology",NA,7559,"1985",1
"2708",9,"Medical",9241538,22840,"1995",1
"2709",146,"Biology",63634246,21370,"1980",1
"2710",NA,"Biology",24861745,20488,"1970",1
"2711",NA,"Medical",NA,2400,"2000",1
"2712",NA,"Biology",NA,20714,"1980",1
"2713",6,"Medical",NA,5580,"1980",1
"2714",39,"Biology",409164,26141,"1975",1
"2715",27,"Medical",NA,15608,"1980",1
"2716",NA,"Technology",NA,2591,"1995",1
"2717",NA,"Biology",NA,23289,"1970",1
"2718",NA,"Biology",NA,17780,"1970",1
"2719",26,"Biology",NA,728,"1995",0
"2720",NA,"Biology",NA,13048,"1985",1
"2721",NA,"Medical",35015638,7140,"1995",1
"2722",NA,"Biology",1956347,8913,"1985",1
"2723",24,"Medical",NA,14250,"1985",1
"2724",NA,"Biology",NA,2558,"1995",1
"2725",73,"Biology",NA,6699,"1990",1
"2726",19,"Medical",13878198,19618,"1965",1
"2727",38,"Medical",4023973,23512,"1985",1
"2728",NA,"Biology",NA,1823,"1980",1
"2729",12,"Medical",1016178,3900,"1975",1
"2730",NA,"Biology",NA,4107,"1990",1
"2731",NA,"Biology",NA,3187,"1995",1
"2732",NA,"Biology",NA,23337,"1970",0
"2733",NA,"Medical",NA,3339,"1995",1
"2734",NA,"Biology",1619994,3814,"1990",1
"2735",48,"Biology",NA,14738,"1995",1
"2736",NA,"Medical",NA,4961,"1970",1
"2737",26,"Biology",NA,41964,"1975",1
"2738",NA,"Biology",12010484,16074,"1965",1
"2739",NA,"Biology",NA,4843,"1970",1
"2740",NA,"Medical",2329659,2657,"1995",1
"2741",NA,"Biology",2409157,7109,"1980",1
"2742",7,"Biology",4359192,5723,"1980",1
"2743",NA,"Biology",NA,15513,"1980",1
"2744",136,"Biology",NA,8167,"1980",1
"2745",156,"Biology",NA,11251,"1975",1
"2746",23,"Medical",1352439,3353,"2000",1
"2747",1,"Biology",1819880,31060,"1980",1
"2748",NA,"Medical",7107988,6959,"1995",1
"2749",NA,"Biology",NA,53060,"1965",1
"2750",43,"Medical",1241853,16801,"1990",1
"2751",NA,"Biology",NA,3569,"1985",1
"2752",112,"Biology",144062,22368,"1960",1
"2753",NA,"Medical",NA,22747,"1980",1
"2754",52,"Technology",12823569,7596,"1995",1
"2755",3,"Medical",1002517,14854,"1970",1
"2756",16,"Biology",NA,49834,"1980",1
"2757",318,"Biology",7336,13178,"1965",1
"2758",NA,"Biology",NA,647,"1995",1
"2759",NA,"Medical",548066,35212,"1970",1
"2760",NA,"Medical",11907809,43889,"1970",1
"2761",NA,"Medical",NA,21079,"1985",1
"2762",NA,"Biology",NA,38818,"1965",1
"2763",24,"Medical",NA,4668,"1995",1
"2764",NA,"Biology",NA,5919,"1975",1
"2765",NA,"Medical",452704,4618,"1975",1
"2766",NA,"Biology",NA,2703,"1980",1
"2767",22,"Medical",NA,2417,"2000",1
"2768",27,"Medical",NA,12822,"1975",1
"2769",84,"Medical",NA,16163,"1975",1
"2770",NA,"Biology",NA,24787,"1980",1
"2771",9,"Biology",NA,805,"2005",1
"2772",131,"Biology",NA,6933,"1990",1
"2773",NA,"Biology",NA,15075,"1970",1
"2774",13,"Biology",2206261,3445,"1995",1
"2775",23,"Biology",65725,18753,"1990",1
"2776",NA,"Biology",33426786,33598,"1990",1
"2777",NA,"Biology",NA,872,"1995",1
"2778",NA,"Biology",5736953,10622,"1985",1
"2779",3,"Biology",NA,3653,"1995",1
"2780",26,"Biology",765778,4247,"1990",1
"2781",43,"Medical",NA,3810,"1990",1
"2782",43,"Medical",105844975,44179,"1975",1
"2783",NA,"Medical",NA,2532,"2000",1
"2784",11,"Biology",565602,39019,"1975",1
"2785",NA,"Biology",1568216,3889,"2000",1
"2786",NA,"Biology",NA,8492,"1985",1
"2787",142,"Biology",379898,1174,"1995",0
"2788",NA,"Medical",34856985,42066,"1990",1
"2789",NA,"Biology",NA,8799,"1970",0
"2790",NA,"Medical",NA,1021,"2000",1
"2791",150,"Biology",1656021,5769,"1970",1
"2792",NA,"Medical",NA,3730,"1980",1
"2793",NA,"Biology",NA,290,"2000",0
"2794",NA,"Biology",NA,8969,"1995",1
"2795",9,"Biology",NA,1559,"2000",1
"2796",38,"Medical",17434290,20465,"1975",1
"2797",7,"Biology",4236492,5529,"1980",1
"2798",NA,"Biology",NA,48607,"1980",1
"2799",60,"Biology",NA,12501,"2000",1
"2800",NA,"Medical",643781,6254,"1975",1
"2801",NA,"Biology",22536597,20580,"1975",1
"2802",30,"Medical",NA,804,"2000",1
"2803",NA,"Biology",6628878,20943,"1980",1
"2804",NA,"Biology",4208105,3819,"1995",0
"2805",2,"Medical",461576,3527,"2000",1
"2806",NA,"Biology",NA,1293,"2000",1
"2807",45,"Biology",531767,54472,"1975",1
"2808",38,"Biology",561776,7099,"1980",1
"2809",2,"Biology",24560,6101,"1990",1
"2810",93,"Biology",NA,6494,"1995",1
"2811",NA,"Biology",1772658,12055,"1970",0
"2812",38,"Biology",NA,20502,"1980",1
"2813",30,"Medical",NA,2536,"2000",1
"2814",13,"Medical",NA,28195,"1970",1
"2815",22,"Biology",563749,43565,"1980",1
"2816",26,"Medical",NA,7182,"1985",1
"2817",NA,"Medical",NA,3018,"1990",1
"2818",NA,"Biology",530197,2605,"1990",0
"2819",NA,"Biology",NA,1802,"1995",1
"2820",99,"Biology",NA,552,"2000",1
"2821",NA,"Biology",NA,1945,"1995",1
"2822",NA,"Biology",NA,25778,"1975",1
"2823",NA,"Biology",NA,2738,"1995",1
"2824",NA,"Biology",3279530,3512,"1995",1
"2825",NA,"Medical",NA,20743,"1990",1
"2826",52,"Medical",NA,15050,"1995",1
"2827",36,"Medical",NA,60298,"1975",1
"2828",NA,"Biology",NA,35443,"1975",1
"2829",8,"Biology",NA,40249,"1970",1
"2830",8,"Biology",NA,38943,"1970",1
"2831",NA,"Biology",13256486,53914,"1980",1
"2832",24,"Medical",NA,3605,"1980",1
"2833",13,"Medical",NA,2770,"2005",1
"2834",1,"Medical",NA,3239,"1990",1
"2835",3,"Medical",NA,2100,"2000",1
"2836",NA,"Biology",18036192,3813,"2000",1
"2837",NA,"Biology",NA,19823,"1970",1
"2838",8,"Biology",1324667,11559,"1995",1
"2839",2,"Biology",NA,21861,"1960",1
"2840",NA,"Biology",NA,4840,"1995",1
"2841",6,"Biology",NA,3961,"2000",0
"2842",2,"Medical",NA,19212,"1980",1
"2843",NA,"Biology",NA,14332,"1985",1
"2844",196,"Biology",NA,6435,"1975",1
"2845",NA,"Medical",NA,8913,"1980",1
"2846",NA,"Biology",644176,12033,"1980",1
"2847",3,"Medical",NA,1084,"2005",0
"2848",24,"Medical",NA,9043,"1975",1
"2849",27,"Biology",717492,786,"2010",1
"2850",43,"Medical",NA,15996,"1960",0
"2851",1,"Technology",189656,2828,"1995",1
"2852",146,"Biology",NA,9526,"1965",1
"2853",172,"Biology",NA,21063,"1975",1
"2854",NA,"Biology",NA,8175,"1970",1
"2855",NA,"Biology",NA,8551,"1975",1
"2856",6,"Biology",NA,719,"2005",1
"2857",8,"Medical",NA,3659,"2000",1
"2858",3,"Medical",1627247,15569,"2000",1
"2859",111,"Biology",NA,3099,"1985",1
"2860",NA,"Biology",NA,1219,"1990",1
"2861",60,"Biology",NA,7669,"1980",1
"2862",NA,"Medical",NA,5548,"1970",0
"2863",64,"Technology",NA,13209,"1970",1
"2864",111,"Biology",13792631,10067,"1975",1
"2865",38,"Medical",2090397,13966,"1985",1
"2866",47,"Biology",1631281,6380,"1990",1
"2867",34,"Medical",NA,16210,"1970",1
"2868",27,"Medical",6031736,5084,"1995",1
"2869",43,"Medical",NA,4196,"1990",1
"2870",16,"Biology",12670230,1905,"2000",1
"2871",142,"Biology",2204112,9644,"1985",1
"2872",21,"Medical",1121267,78699,"1990",1
"2873",26,"Biology",492395,33147,"1965",1
"2874",178,"Biology",607850,3338,"1980",1
"2875",38,"Medical",NA,3655,"1985",1
"2876",105,"Medical",23288,34396,"1965",1
"2877",9,"Medical",386876,6348,"1985",1
"2878",NA,"Medical",1039327,2751,"2000",1
"2879",96,"Biology",5288461,25841,"1975",1
"2880",NA,"Biology",NA,8429,"1990",1
"2881",6,"Biology",NA,3266,"1985",1
"2882",NA,"Medical",NA,19355,"1975",1
"2883",NA,"Biology",2344325,9561,"1985",1
"2884",NA,"Biology",NA,1161,"1990",1
"2885",NA,"Medical",1695784,10967,"1995",1
"2886",123,"Biology",NA,1670,"2000",1
"2887",98,"Biology",839696,9704,"1995",1
"2888",NA,"Technology",NA,2439,"1990",1
"2889",78,"Medical",NA,3252,"1965",1
"2890",NA,"Biology",NA,9029,"1985",1
"2891",52,"Medical",NA,5474,"1985",1
"2892",69,"Biology",NA,11357,"1980",1
"2893",NA,"Medical",NA,2014,"2000",1
"2894",38,"Biology",504965,7721,"1975",1
"2895",22,"Medical",17320031,5967,"1980",1
"2896",70,"Medical",NA,18489,"1985",1
"2897",210,"Biology",1993680,41030,"1965",1
"2898",NA,"Medical",NA,19300,"1980",1
"2899",78,"Medical",NA,2878,"1990",1
"2900",6,"Biology",NA,39042,"1980",1
"2901",26,"Biology",NA,3338,"1990",1
"2902",NA,"Biology",NA,45019,"1980",1
"2903",NA,"Medical",1332171,15628,"1980",1
"2904",112,"Biology",NA,1890,"1995",0
"2905",NA,"Medical",22239257,10213,"1995",1
"2906",16,"Medical",NA,5497,"1990",1
"2907",NA,"Biology",27521,14782,"1975",1
"2908",NA,"Biology",12600578,2264,"2000",0
"2909",43,"Medical",NA,4102,"1995",1
"2910",3,"Medical",NA,24127,"1980",1
"2911",24,"Medical",355980,3234,"2000",1
"2912",19,"Medical",NA,14355,"1980",1
"2913",9,"Medical",3686000,5776,"1995",1
"2914",NA,"Biology",NA,6441,"1995",1
"2915",60,"Medical",4869229,1778,"1980",1
"2916",NA,"Biology",NA,8566,"1970",1
"2917",NA,"Biology",NA,4461,"1995",1
"2918",24,"Medical",9979499,5681,"1995",1
"2919",13,"Medical",561716,10198,"1970",1
"2920",27,"Biology",NA,662,"2005",1
"2921",6,"Medical",NA,9614,"1985",1
"2922",1,"Biology",286462,4707,"2000",1
"2923",NA,"Medical",NA,15715,"2000",1
"2924",23,"Biology",10128,14093,"1985",1
"2925",38,"Biology",NA,25920,"1980",1
"2926",65,"Medical",NA,2052,"1990",1
"2927",NA,"Medical",NA,8157,"1985",1
"2928",33,"Biology",NA,4534,"1975",1
"2929",NA,"Medical",4677294,7698,"1990",1
"2930",NA,"Medical",NA,5752,"1990",1
"2931",99,"Biology",NA,1064,"2005",0
"2932",169,"Biology",709538,5314,"1980",1
"2933",38,"Medical",NA,37292,"1965",1
"2934",210,"Biology",NA,1021,"1980",1
"2935",38,"Medical",2642617,3637,"1995",1
"2936",NA,"Biology",NA,4197,"1985",0
"2937",45,"Biology",906005,4751,"1990",1
"2938",25,"Medical",396344,16986,"1970",1
"2939",NA,"Biology",254820,23427,"1985",0
"2940",16,"Medical",NA,13948,"1985",1
"2941",98,"Biology",113202,19027,"1985",1
"2942",NA,"Biology",NA,25023,"1980",1
"2943",16,"Medical",1339724,10776,"2000",1
"2944",16,"Medical",NA,3101,"2000",1
"2945",36,"Medical",NA,5842,"1965",1
"2946",NA,"Biology",43140778,45065,"1980",1
"2947",212,"Biology",710142,892,"1980",1
"2948",NA,"Medical",1196165,5762,"1975",1
"2949",9,"Medical",NA,30194,"1980",1
"2950",NA,"Medical",2615828,12988,"1970",1
"2951",8,"Biology",NA,26751,"1970",1
"2952",6,"Biology",49046433,103454,"1970",1
"2953",6,"Biology",53870977,23810,"1965",1
"2954",NA,"Medical",NA,1239,"1970",0
"2955",NA,"Biology",NA,4434,"1995",1
"2956",7,"Biology",8278502,73561,"1975",1
"2957",NA,"Medical",1710218,49447,"1975",1
"2958",NA,"Medical",NA,23813,"1985",1
"2959",NA,"Medical",NA,19862,"1990",1
"2960",45,"Biology",NA,12679,"1980",1
"2961",8,"Medical",2524356,3086,"1995",1
"2962",NA,"Biology",NA,4103,"1995",1
"2963",NA,"Biology",8545175,4654,"1995",1
"2964",NA,"Biology",NA,10796,"1980",1
"2965",13,"Medical",397854,104323,"1965",1
"2966",13,"Medical",2028653,14142,"1965",1
"2967",219,"Biology",NA,15832,"1975",1
"2968",1,"Biology",620132,19960,"1975",1
"2969",NA,"Biology",NA,12875,"1975",1
"2970",NA,"Biology",1281072,15342,"1980",0
"2971",178,"Biology",15908685,2949,"2000",1
"2972",2,"Medical",2469788,4149,"1995",1
"2973",NA,"Biology",2729974,12664,"1995",1
"2974",62,"Biology",2215421,17354,"1975",1
"2975",NA,"Medical",NA,6008,"1995",1
"2976",12,"Biology",1554742,6578,"1990",1
"2977",NA,"Medical",NA,15999,"1985",1
"2978",41,"Biology",5969568,3862,"1960",1
"2979",60,"Medical",NA,6057,"2000",1
"2980",NA,"Biology",725236,5037,"1990",1
"2981",NA,"Medical",3395756,52406,"1980",1
"2982",16,"Medical",23092857,23846,"1990",1
"2983",6,"Biology",NA,7793,"1975",1
"2984",NA,"Biology",46177346,37000,"1970",1
"2985",NA,"Biology",NA,2464,"2000",1
"2986",27,"Biology",4092786,8579,"1975",1
"2987",12,"Medical",167501,30695,"1975",1
"2988",21,"Medical",10382884,11844,"1980",1
"2989",NA,"Medical",NA,18456,"1985",1
"2990",99,"Biology",1008912,3847,"1995",1
"2991",2,"Medical",NA,7983,"1995",1
"2992",NA,"Medical",NA,2175,"2000",1
"2993",NA,"Medical",NA,2372,"1990",1
"2994",NA,"Medical",NA,19280,"1980",1
"2995",178,"Biology",NA,8972,"1970",1
"2996",NA,"Medical",NA,4338,"1995",1
"2997",8,"Biology",28374167,33119,"1975",1
"2998",NA,"Biology",NA,6759,"1965",0
"2999",NA,"Biology",NA,33841,"1975",1
"3000",111,"Technology",697092,598,"2000",0
"3001",NA,"Biology",NA,3875,"2000",1
"3002",NA,"Medical",NA,11365,"1965",1
"3003",NA,"Biology",NA,10402,"1985",1
"3004",NA,"Medical",413909,4669,"2000",1
"3005",98,"Biology",1613443,2605,"2000",1
"3006",19,"Medical",NA,3824,"1970",1
"3007",56,"Medical",NA,368,"2000",1
"3008",65,"Biology",NA,3317,"1995",1
"3009",13,"Medical",3096918,2314,"1985",1
