"Id","dept_rank","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"1236",7,"Biology",NA,19763,"1990",1
"1237",84,"Medical",NA,1086,"2000",0
"1238",46,"Biology",NA,632,"2005",0
"1239",65,"Biology",NA,20433,"1980",1
"1240",96,"Biology",1357862,3440,"1995",1
"1241",8,"Biology",NA,606,"2005",1
"1242",NA,"Biology",5174686,8405,"2000",1
"1243",273,"Biology",NA,3058,"1995",1
"1244",NA,"Medical",NA,4824,"2000",1
"1245",57,"Biology",NA,1744,"2000",1
"1246",NA,"Medical",NA,4102,"1965",0
"1247",2,"Medical",NA,200,"2010",1
"1248",NA,"Biology",NA,579,"2010",1
"1249",NA,"Medical",NA,228,"2010",1
"1250",3,"Medical",2937476,182,"2010",1
"1251",1,"Biology",321207,177,"2010",0
"1252",2,"Medical",NA,411,"2010",1
"1253",9,"Biology",NA,429,"2005",1
"1254",13,"Medical",NA,2104,"2000",1
"1255",60,"Medical",NA,3028,"2000",1
"1256",62,"Biology",NA,680,"2005",1
"1257",NA,"Medical",36340704,2202,"2000",1
"1258",2,"Biology",NA,933,"2010",1
"1259",NA,"Biology",14889,2957,"2000",1
"1260",NA,"Medical",NA,123,"2010",1
"1261",NA,"Biology",NA,77,"2010",1
"1262",2,"Medical",6653813,32973,"2000",1
"1263",1,"Biology",1418090,15081,"1975",1
"1264",6,"Biology",5171125,6588,"2005",1
"1265",NA,"Biology",149965,321,"2010",1
"1266",NA,"Technology",233135402,28375,"1965",1
"1267",NA,"Biology",5475728,1727,"1995",1
"1268",NA,"Biology",NA,488,"2005",1
"1269",22,"Biology",6835893,2872,"2005",1
"1270",NA,"Medical",NA,714,"2010",1
"1271",12,"Medical",391138,2613,"1995",1
"1272",NA,"Biology",23157598,12561,"1990",1
"1273",89,"Technology",444991,1732,"1990",1
"1274",NA,"Biology",NA,1290,"2000",1
"1275",NA,"Biology",NA,5493,"2005",0
"1276",2,"Medical",NA,495,"2015",1
"1277",13,"Medical",1887479,14650,"1985",1
"1278",46,"Medical",NA,355,"2010",1
"1279",43,"Medical",NA,396,"2005",0
"1280",52,"Technology",NA,176,"2010",1
"1281",NA,"Biology",18447823,13016,"2000",1
"1282",NA,"Biology",934884,1297,"2005",1
"1283",25,"Technology",NA,7332,"1985",1
"1284",8,"Biology",NA,6922,"1970",1
"1285",99,"Biology",152806,11123,"1965",1
"1286",98,"Biology",31961472,17952,"1975",1
"1287",7,"Biology",NA,1151,"2005",0
"1288",5,"Biology",7409935,6709,"1980",1
"1289",19,"Medical",NA,3829,"1985",1
"1290",NA,"Biology",NA,26461,"1985",1
"1291",84,"Biology",90512,9730,"1995",1
"1292",NA,"Biology",NA,5629,"2000",0
"1293",60,"Medical",NA,1414,"2010",1
"1294",NA,"Biology",NA,1427,"2005",1
"1295",NA,"Biology",3271460,3756,"1995",1
"1296",218,"Biology",5577409,4444,"1985",0
"1297",7,"Biology",47265034,59017,"1980",1
"1298",4,"Biology",NA,5508,"1990",1
"1299",NA,"Biology",NA,927,"1995",1
"1300",210,"Biology",NA,764,"2005",0
"1301",13,"Medical",NA,11324,"1990",1
"1302",39,"Biology",12443206,10852,"1970",0
"1303",NA,"Medical",NA,20196,"1975",1
"1304",82,"Technology",18628518,17439,"1980",1
"1305",NA,"Biology",548563,2216,"2005",1
"1306",NA,"Biology",7116710,2337,"1995",1
"1307",173,"Biology",660008,2210,"1995",1
"1308",NA,"Medical",NA,12712,"1990",1
"1309",96,"Biology",NA,936,"2005",1
"1310",3,"Medical",NA,7263,"1965",1
"1311",NA,"Medical",4891554,3392,"1990",1
"1312",NA,"Medical",551574,8840,"1975",1
"1313",16,"Medical",NA,709,"2005",0
"1314",NA,"Biology",NA,3551,"1985",0
"1315",136,"Biology",NA,669,"2000",1
"1316",72,"Medical",1151792,3845,"1980",1
"1317",273,"Biology",NA,8446,"1995",1
"1318",NA,"Biology",195612249,910,"2005",1
"1319",30,"Medical",369677,18734,"2005",1
"1320",NA,"Biology",NA,1455,"2010",1
"1321",NA,"Biology",NA,3720,"2000",1
"1322",52,"Medical",NA,1246,"2000",1
"1323",9,"Biology",NA,1858,"2010",1
"1324",NA,"Biology",2419274,1935,"2000",1
"1325",NA,"Technology",NA,12287,"1995",1
"1326",16,"Biology",NA,6556,"1985",1
"1327",7,"Biology",NA,168,"1990",1
"1328",73,"Biology",20272397,1446,"2000",1
"1329",NA,"Medical",NA,1885,"2000",1
"1330",NA,"Biology",NA,13689,"1975",1
"1331",36,"Medical",NA,2006,"2000",1
"1332",NA,"Biology",44411112,2436,"2005",1
"1333",60,"Medical",2818725,3957,"2000",1
"1334",NA,"Medical",NA,468,"2005",0
"1335",8,"Biology",NA,1539,"2005",1
"1336",NA,"Biology",42276592,13801,"1995",1
"1337",98,"Biology",34515170,3803,"1975",1
"1338",NA,"Biology",NA,9361,"1980",1
"1339",196,"Biology",NA,2680,"1990",0
"1340",NA,"Biology",NA,6987,"2005",1
"1341",17,"Biology",NA,2816,"2005",1
"1342",NA,"Medical",2392486,3489,"2000",1
"1343",NA,"Biology",NA,634,"2005",1
"1344",NA,"Biology",NA,672,"2005",1
"1345",50,"Medical",NA,2742,"2005",1
"1346",NA,"Biology",NA,1845,"2005",1
"1347",NA,"Medical",NA,807,"2000",1
"1348",NA,"Biology",NA,561,"2010",1
"1349",45,"Biology",3741862,3203,"1990",1
"1350",16,"Medical",345170,4497,"1980",1
"1351",NA,"Biology",2591327,9311,"1995",1
"1352",26,"Biology",NA,643,"2000",1
"1353",NA,"Biology",NA,970,"2005",1
"1354",NA,"Biology",NA,41171,"1970",1
"1355",50,"Medical",1752202,1288,"2000",1
"1356",NA,"Biology",NA,1857,"1995",1
"1357",NA,"Biology",167910,2018,"2010",1
"1358",NA,"Biology",NA,1965,"2005",1
"1359",16,"Biology",NA,1355,"2000",1
"1360",16,"Biology",17031883,17166,"1985",1
"1361",16,"Medical",NA,859,"1995",0
"1362",NA,"Biology",NA,387,"2005",1
"1363",3,"Medical",NA,1733,"2000",1
"1364",36,"Biology",NA,772,"2010",1
"1365",96,"Biology",NA,227,"2000",0
"1366",NA,"Biology",NA,1491,"2005",1
"1367",24,"Technology",NA,398,"1995",1
"1368",NA,"Biology",NA,3943,"2000",1
"1369",NA,"Biology",NA,801,"2000",0
"1370",7,"Biology",447214,1833,"2000",1
"1371",24,"Medical",NA,367,"2005",1
"1372",8,"Biology",NA,2563,"2000",1
"1373",123,"Biology",NA,1116,"1990",1
"1374",NA,"Biology",NA,510,"1995",0
"1375",43,"Medical",NA,2878,"2000",1
"1376",NA,"Biology",NA,1700,"2000",1
"1377",16,"Biology",NA,2901,"2000",1
"1378",4,"Biology",735388,1602,"2000",0
"1379",NA,"Biology",1166171,1386,"2000",1
"1380",NA,"Biology",NA,2324,"2000",1
"1381",NA,"Medical",NA,1735,"1995",0
"1382",NA,"Biology",NA,4031,"1995",1
"1383",NA,"Biology",1648279,10466,"2000",1
"1384",110,"Biology",NA,2313,"2000",1
"1385",1,"Biology",NA,1415,"2000",1
"1386",312,"Biology",NA,2496,"2000",1
"1387",136,"Biology",880656,1220,"2000",1
"1388",47,"Biology",NA,412,"2000",1
"1389",NA,"Biology",557177,2122,"2000",0
"1390",NA,"Biology",152071,1480,"1995",0
"1391",99,"Biology",NA,499,"1990",1
"1392",3,"Medical",NA,1843,"1995",1
"1393",142,"Biology",NA,22138,"1995",1
"1394",11,"Technology",1173671,2473,"2000",1
"1395",NA,"Medical",NA,423,"2000",1
"1396",NA,"Biology",NA,1201,"2000",1
"1397",1,"Biology",NA,2232,"1990",1
"1398",22,"Biology",NA,544,"2000",1
"1399",30,"Medical",1369344,849,"1995",0
"1400",NA,"Medical",NA,516,"1990",1
"1401",NA,"Medical",NA,890,"2000",1
"1402",78,"Medical",NA,886,"1995",1
"1403",39,"Biology",NA,706,"2000",1
"1404",12,"Medical",NA,566,"2000",1
"1405",12,"Biology",NA,2286,"2000",1
"1406",NA,"Biology",5093861,3292,"2000",1
"1407",NA,"Medical",NA,4041,"1995",1
"1408",65,"Medical",NA,1325,"1990",1
"1409",NA,"Biology",NA,3608,"1985",1
"1410",17,"Biology",899952,2519,"2000",1
"1411",52,"Medical",NA,4241,"1995",1
"1412",NA,"Biology",NA,13025,"2000",1
"1413",23,"Biology",NA,662,"2000",1
"1414",NA,"Biology",NA,2781,"1995",1
"1415",NA,"Medical",NA,2532,"2000",1
"1416",26,"Medical",NA,1695,"2000",1
"1417",36,"Medical",NA,1354,"1995",1
"1418",6,"Biology",1885356,6465,"1990",1
"1419",NA,"Biology",NA,657,"2000",1
"1420",30,"Medical",1369344,706,"1995",0
"1421",90,"Biology",NA,625,"1995",0
"1422",13,"Medical",NA,488,"1990",1
"1423",16,"Biology",NA,3032,"2000",1
"1424",178,"Biology",1220557,1375,"1995",1
"1425",NA,"Biology",NA,2305,"2000",1
"1426",NA,"Biology",5451225,1693,"1995",1
"1427",2,"Medical",NA,1547,"2005",1
"1428",NA,"Biology",NA,755,"2000",1
"1429",24,"Medical",NA,1952,"1990",1
"1430",NA,"Biology",NA,481,"2000",1
"1431",2,"Medical",NA,1367,"1995",1
"1432",NA,"Medical",1888624,2806,"2000",1
"1433",NA,"Medical",NA,730,"1995",1
"1434",23,"Biology",366429,4950,"2000",1
"1435",23,"Biology",NA,4152,"2000",1
"1436",2,"Medical",NA,5341,"2000",1
"1437",36,"Medical",653536,4010,"1995",1
"1438",NA,"Biology",2970989,7343,"2000",1
"1439",38,"Medical",NA,908,"1995",0
"1440",23,"Biology",NA,2320,"1995",1
"1441",110,"Biology",NA,5025,"2000",1
"1442",70,"Medical",16413352,2649,"2000",1
"1443",NA,"Medical",NA,487,"1985",1
"1444",NA,"Biology",NA,2342,"2000",1
"1445",45,"Biology",2166742,1356,"2000",1
"1446",397,"Biology",NA,2763,"2005",1
"1447",NA,"Biology",NA,2290,"2000",1
"1448",30,"Medical",496185,4199,"1995",1
"1449",67,"Medical",NA,5623,"2000",1
"1450",8,"Biology",7537472,3119,"2000",1
"1451",11,"Biology",974831,1248,"2000",1
"1452",2,"Medical",NA,30586,"1975",1
"1453",112,"Biology",NA,3046,"1995",1
"1454",NA,"Biology",NA,937,"1995",1
"1455",NA,"Medical",NA,951,"1980",1
"1456",6,"Biology",NA,900,"1995",1
"1457",NA,"Biology",1290160,4546,"1995",1
"1458",157,"Biology",NA,3199,"1990",1
"1459",38,"Medical",NA,3070,"1990",1
"1460",27,"Biology",NA,6706,"1995",1
"1461",NA,"Biology",3040162,4703,"1990",1
"1462",1,"Biology",6935965,11643,"1990",1
"1463",NA,"Medical",NA,3274,"2000",1
"1464",NA,"Biology",NA,7089,"1995",1
"1465",33,"Biology",NA,1918,"1995",1
"1466",13,"Medical",NA,3064,"2000",1
"1467",103,"Biology",NA,7329,"1995",0
"1468",4,"Biology",NA,15458,"2000",1
"1469",273,"Biology",1931900,3984,"1985",1
"1470",19,"Medical",NA,2560,"1990",1
"1471",110,"Biology",366629,9309,"1995",1
"1472",16,"Medical",NA,4363,"1990",1
"1473",2,"Medical",NA,3829,"1995",1
"1474",93,"Biology",NA,3209,"2000",0
"1475",NA,"Biology",NA,21383,"1990",1
"1476",NA,"Biology",17605858,5934,"1990",1
"1477",NA,"Medical",2290422,3121,"2000",1
"1478",13,"Medical",NA,8195,"1995",1
"1479",3,"Medical",NA,1861,"1995",1
"1480",27,"Biology",690000,1095,"1990",1
"1481",13,"Medical",NA,1953,"1990",1
"1482",NA,"Biology",NA,7788,"2000",1
"1483",NA,"Medical",NA,2010,"1990",1
"1484",112,"Biology",NA,2925,"2000",1
"1485",8,"Medical",NA,8285,"1995",1
"1486",NA,"Biology",NA,2267,"2000",1
"1487",25,"Technology",NA,2909,"1990",1
"1488",NA,"Biology",NA,3061,"1995",1
"1489",64,"Technology",NA,3252,"1990",1
"1490",5,"Medical",NA,3063,"1995",1
"1491",NA,"Biology",NA,1411,"1995",1
"1492",NA,"Biology",1100695,2655,"2000",1
"1493",2,"Medical",NA,1446,"1990",1
"1494",NA,"Biology",NA,1110,"1990",1
"1495",NA,"Biology",NA,4235,"2000",1
"1496",NA,"Biology",NA,1218,"2000",1
"1497",364,"Biology",NA,4245,"2000",1
"1498",38,"Medical",NA,1522,"1990",0
"1499",NA,"Biology",3076384,1783,"1995",1
"1500",65,"Medical",5634258,2393,"2000",1
"1501",337,"Biology",4070057,18178,"1995",1
"1502",11,"Biology",NA,1901,"2000",1
"1503",67,"Medical",3687549,3705,"2000",1
"1504",NA,"Medical",NA,3798,"2000",1
"1505",73,"Biology",NA,3052,"1990",1
"1506",NA,"Medical",14053386,6543,"1995",1
"1507",52,"Medical",3589564,1297,"1995",1
"1508",NA,"Medical",NA,2024,"1995",1
"1509",NA,"Biology",222356,1680,"1995",1
"1510",39,"Biology",233924,1514,"2000",1
"1511",NA,"Biology",NA,1108,"1995",1
"1512",NA,"Biology",NA,2402,"1995",1
"1513",23,"Biology",NA,3284,"2000",1
"1514",NA,"Medical",4455176,3106,"2000",1
"1515",NA,"Medical",NA,14482,"1995",1
"1516",213,"Biology",3204329,7141,"2000",1
"1517",178,"Biology",NA,3385,"1995",1
"1518",NA,"Biology",NA,11797,"2000",1
"1519",6,"Biology",NA,1091,"1995",1
"1520",NA,"Medical",NA,424,"1995",1
"1521",2,"Biology",403612,4381,"1990",1
"1522",90,"Biology",NA,926,"2000",0
"1523",23,"Biology",8128,5605,"1995",1
"1524",NA,"Biology",NA,2824,"1995",1
"1525",NA,"Medical",NA,6081,"1995",1
"1526",NA,"Medical",NA,4483,"1995",1
"1527",NA,"Medical",1962754,2705,"2000",1
"1528",NA,"Biology",2592314,4037,"1995",1
"1529",NA,"Medical",NA,5924,"1995",1
"1530",NA,"Medical",388332,424,"2005",1
"1531",NA,"Medical",NA,1821,"1995",1
"1532",2,"Medical",218060,1687,"1990",1
"1533",NA,"Medical",369172,5726,"1980",1
"1534",9,"Technology",NA,1755,"1990",1
"1535",NA,"Medical",NA,1205,"1990",1
"1536",13,"Biology",233784,1150,"1995",1
"1537",NA,"Technology",2438332,1951,"1995",1
"1538",NA,"Biology",NA,4791,"1995",1
"1539",NA,"Medical",NA,3117,"1985",1
"1540",57,"Biology",NA,6515,"1990",1
"1541",NA,"Biology",NA,2084,"1990",1
"1542",NA,"Biology",NA,3881,"1995",1
"1543",24,"Medical",NA,1100,"2000",1
"1544",60,"Biology",4213197,14817,"2000",1
"1545",27,"Medical",293890,11310,"1995",1
"1546",NA,"Medical",NA,5454,"1990",1
"1547",NA,"Biology",NA,2943,"1995",1
"1548",2,"Medical",NA,5460,"1995",1
"1549",8,"Medical",NA,9285,"1995",1
"1550",8,"Biology",203252,5420,"2000",1
"1551",2,"Technology",8638725,1116,"1980",1
"1552",NA,"Biology",NA,8547,"1995",1
"1553",26,"Biology",47804,4168,"1985",1
"1554",9,"Biology",NA,4123,"1985",1
"1555",7,"Biology",NA,2404,"2005",1
"1556",13,"Medical",16524604,8199,"1995",1
"1557",163,"Biology",NA,4411,"1995",1
"1558",9,"Medical",1410481,1869,"1990",1
"1559",19,"Medical",NA,1531,"1995",1
"1560",NA,"Medical",NA,3522,"2000",1
"1561",13,"Medical",NA,4359,"1995",1
"1562",26,"Medical",NA,16731,"1995",1
"1563",NA,"Technology",2328820,11310,"1995",1
"1564",NA,"Medical",NA,2436,"2000",1
"1565",NA,"Biology",NA,6321,"2000",1
"1566",30,"Medical",NA,1370,"2000",1
"1567",NA,"Medical",NA,5520,"2000",1
"1568",190,"Biology",NA,3253,"1995",1
"1569",NA,"Medical",NA,11543,"1995",1
"1570",3,"Medical",NA,1075,"2000",1
"1571",NA,"Biology",NA,14908,"2000",1
"1572",3,"Medical",NA,1253,"1995",1
"1573",16,"Biology",NA,1235,"1995",1
"1574",NA,"Biology",NA,2700,"1995",1
"1575",75,"Medical",NA,1836,"1970",1
"1576",NA,"Biology",39677,3404,"1990",1
"1577",NA,"Medical",NA,2131,"1995",1
"1578",52,"Medical",NA,769,"1985",0
"1579",43,"Medical",12754944,11470,"1995",1
"1580",13,"Biology",NA,1955,"1985",1
"1581",8,"Medical",NA,6371,"1995",1
"1582",43,"Medical",321086,2470,"1990",1
"1583",57,"Biology",842988,40020,"1990",1
"1584",3,"Medical",2630823,3753,"1990",1
"1585",NA,"Biology",NA,5398,"2000",1
"1586",NA,"Medical",482866,2958,"2000",1
"1587",NA,"Medical",NA,3477,"2000",1
"1588",36,"Medical",NA,4531,"2000",1
"1589",33,"Biology",20167944,16127,"1990",1
"1590",9,"Technology",1601259,6773,"2000",1
"1591",7,"Biology",NA,1260,"1975",1
"1592",16,"Medical",731381,1900,"2000",1
"1593",38,"Biology",NA,5180,"2000",1
"1594",1,"Biology",NA,3731,"1990",0
"1595",NA,"Biology",NA,3132,"2000",1
"1596",65,"Medical",NA,2043,"1990",1
"1597",NA,"Biology",NA,2453,"1995",1
"1598",57,"Biology",NA,1948,"1995",1
"1599",376,"Biology",2414621,1328,"2000",1
"1600",75,"Medical",NA,2103,"1995",1
"1601",43,"Medical",NA,4727,"1995",1
"1602",NA,"Biology",NA,2705,"2000",1
"1603",NA,"Biology",4219509,14305,"2000",1
"1604",NA,"Medical",8106312,1604,"2000",0
"1605",65,"Biology",3656760,3106,"1995",1
"1606",NA,"Biology",NA,4606,"1995",0
"1607",19,"Medical",NA,2172,"1995",1
"1608",90,"Biology",NA,1245,"1995",1
"1609",12,"Medical",NA,28285,"2000",1
"1610",9,"Technology",206456,3736,"2000",1
"1611",13,"Medical",NA,9401,"1995",1
"1612",30,"Medical",2802923,5436,"1995",1
"1613",NA,"Medical",NA,1907,"2000",1
"1614",57,"Biology",NA,6946,"1995",1
"1615",7,"Biology",8188056,5769,"1995",0
"1616",NA,"Medical",NA,3424,"2000",1
"1617",6,"Biology",NA,753,"2000",1
"1618",13,"Medical",11151860,3088,"1995",1
"1619",NA,"Biology",699792,2053,"1990",0
"1620",NA,"Biology",NA,2239,"2000",1
"1621",NA,"Technology",NA,1919,"1995",1
"1622",2,"Medical",2132079,4265,"1990",1
"1623",NA,"Medical",NA,11655,"1990",1
"1624",13,"Medical",NA,1001,"2010",1
"1625",60,"Medical",NA,1147,"1995",1
"1626",NA,"Medical",NA,1379,"1995",1
"1627",NA,"Biology",NA,5695,"2000",1
"1628",NA,"Medical",3877585,4709,"2000",1
"1629",84,"Medical",107305,4176,"2000",1
"1630",13,"Medical",8065976,2043,"1990",1
"1631",NA,"Medical",1506097,1261,"2000",1
"1632",NA,"Medical",NA,2660,"1995",1
"1633",NA,"Medical",NA,2592,"2000",1
"1634",73,"Biology",NA,5177,"1990",1
"1635",NA,"Biology",NA,6528,"2000",1
"1636",75,"Medical",NA,1807,"1995",1
"1637",1,"Biology",318616,23558,"1995",1
"1638",175,"Biology",NA,480,"2000",1
"1639",NA,"Medical",NA,7465,"1995",1
"1640",131,"Biology",NA,1580,"1995",1
"1641",15,"Biology",NA,1334,"1995",1
"1642",NA,"Biology",NA,2494,"1990",1
"1643",30,"Medical",NA,1588,"1995",1
"1644",103,"Biology",NA,301,"1985",1
"1645",NA,"Medical",NA,4936,"1995",1
"1646",142,"Biology",392632,6573,"2000",1
"1647",78,"Medical",NA,1192,"2000",1
"1648",NA,"Biology",NA,179,"2015",1
"1649",84,"Medical",NA,3396,"2000",1
"1650",NA,"Biology",NA,2426,"1985",1
"1651",304,"Biology",NA,2391,"1990",0
"1652",NA,"Biology",NA,6859,"1995",1
"1653",4,"Biology",15507406,6273,"1995",1
"1654",NA,"Biology",NA,2448,"1990",1
"1655",NA,"Medical",454301,6819,"1990",1
"1656",23,"Biology",NA,9267,"1990",1
"1657",26,"Medical",NA,7086,"1990",1
"1658",NA,"Biology",NA,1795,"1990",0
"1659",NA,"Biology",NA,7731,"1995",1
"1660",17,"Biology",4912680,6001,"1990",1
"1661",84,"Biology",NA,4958,"1995",1
"1662",27,"Biology",5559677,12020,"1995",1
"1663",182,"Biology",NA,2308,"1990",1
"1664",NA,"Medical",18548742,3602,"1985",1
"1665",9,"Medical",NA,4494,"1995",1
"1666",38,"Medical",NA,1509,"1980",1
"1667",188,"Biology",NA,4132,"1990",1
"1668",NA,"Biology",NA,4393,"1995",1
"1669",NA,"Medical",NA,2684,"1990",1
"1670",6,"Biology",NA,6269,"1990",1
"1671",23,"Biology",NA,2782,"1995",1
"1672",13,"Medical",NA,3546,"1990",1
"1673",36,"Biology",NA,1608,"1990",1
"1674",17,"Biology",44553,21399,"1990",1
"1675",NA,"Biology",NA,9172,"1995",1
"1676",NA,"Biology",NA,1845,"1990",0
"1677",1,"Medical",NA,16623,"2000",1
"1678",169,"Biology",NA,3817,"1990",1
"1679",NA,"Biology",NA,115654,"1985",1
"1680",NA,"Biology",849063,9721,"2000",1
"1681",39,"Biology",5658190,3927,"1995",1
"1682",7,"Biology",NA,7209,"1985",1
"1683",43,"Medical",NA,1944,"1990",1
"1684",NA,"Biology",NA,9282,"1990",1
"1685",NA,"Biology",NA,18182,"1995",1
"1686",NA,"Medical",NA,5131,"1995",1
"1687",NA,"Medical",NA,3831,"1995",1
"1688",22,"Biology",31842964,11164,"1985",1
"1689",70,"Medical",NA,6570,"2000",1
"1690",2,"Medical",NA,8177,"1995",1
"1691",NA,"Medical",7800801,6661,"1990",1
"1692",38,"Medical",NA,1039,"1995",1
"1693",93,"Biology",NA,13481,"1990",1
"1694",NA,"Medical",NA,8453,"1995",1
"1695",NA,"Medical",NA,4462,"2000",0
"1696",NA,"Medical",NA,6989,"1995",1
"1697",7,"Biology",NA,6918,"1995",1
"1698",9,"Biology",NA,19283,"1970",1
"1699",60,"Medical",NA,1382,"1980",1
"1700",3,"Medical",NA,3225,"1990",1
"1701",NA,"Biology",NA,2227,"1990",1
"1702",NA,"Biology",NA,1546,"1980",1
"1703",159,"Biology",NA,4079,"1990",1
"1704",NA,"Biology",NA,3031,"1995",1
"1705",54,"Biology",NA,5540,"1980",1
"1706",NA,"Medical",NA,3957,"1990",1
"1707",47,"Biology",NA,5631,"1995",1
"1708",NA,"Medical",NA,6981,"1990",1
"1709",1,"Biology",NA,4364,"1995",1
"1710",NA,"Biology",NA,8159,"2000",1
"1711",NA,"Medical",NA,2742,"1995",1
"1712",NA,"Biology",506948,8170,"1990",1
"1713",NA,"Biology",NA,10420,"1990",1
"1714",22,"Technology",NA,6635,"1990",1
"1715",23,"Biology",620564,3299,"1975",1
"1716",NA,"Technology",849050,3504,"1990",1
"1717",43,"Medical",6093265,5529,"1985",1
"1718",NA,"Medical",NA,3666,"1980",1
"1719",NA,"Biology",NA,3399,"1995",1
"1720",7,"Biology",506289,2452,"1985",1
"1721",285,"Biology",1031535,2773,"1990",0
"1722",85,"Biology",5313214,3607,"1980",1
"1723",121,"Biology",NA,5025,"1990",1
"1724",196,"Biology",5587271,9445,"1990",1
"1725",93,"Biology",NA,10994,"1995",1
"1726",8,"Biology",NA,3202,"1995",1
"1727",43,"Medical",NA,4714,"1985",1
"1728",NA,"Biology",NA,3934,"1995",1
"1729",NA,"Biology",NA,2509,"1995",1
"1730",82,"Medical",NA,1941,"1985",1
"1731",84,"Medical",4693259,16634,"2000",1
"1732",93,"Biology",NA,4099,"1995",1
"1733",NA,"Biology",NA,2684,"1995",1
"1734",150,"Medical",27344,10236,"1985",1
"1735",6,"Biology",498673,6911,"1995",1
"1736",NA,"Biology",NA,4263,"1995",1
"1737",43,"Medical",6622627,2711,"1995",1
"1738",NA,"Medical",NA,2725,"1980",1
"1739",NA,"Biology",10441679,4783,"2000",1
"1740",6,"Medical",NA,14073,"1995",1
"1741",NA,"Medical",436283,0,"1990",1
"1742",10,"Biology",2684624,2222,"1995",1
"1743",NA,"Biology",NA,1863,"1985",1
"1744",17,"Biology",2871685,12754,"1995",1
"1745",38,"Biology",NA,768,"1990",1
"1746",NA,"Biology",NA,6569,"2000",1
"1747",93,"Biology",NA,1544,"2000",1
"1748",NA,"Biology",NA,2754,"1990",1
"1749",13,"Medical",NA,1087,"1995",1
"1750",NA,"Medical",902153,5111,"1985",1
"1751",57,"Biology",NA,2837,"1985",1
"1752",NA,"Biology",3498,5286,"1995",1
"1753",23,"Biology",NA,9270,"1995",1
"1754",13,"Medical",39541240,10624,"1995",1
"1755",NA,"Biology",NA,6761,"1980",1
"1756",NA,"Biology",NA,3161,"2000",1
"1757",67,"Technology",142848,2160,"1995",1
"1758",NA,"Biology",5696765,16451,"1990",1
"1759",NA,"Medical",NA,657,"1995",0
"1760",NA,"Biology",NA,710,"2000",1
"1761",60,"Medical",NA,5108,"1980",1
"1762",3,"Medical",NA,1171,"1985",1
"1763",NA,"Medical",NA,7593,"1980",1
"1764",NA,"Biology",NA,43169,"1980",1
"1765",NA,"Biology",NA,18333,"1985",1
"1766",NA,"Biology",NA,32499,"2000",1
"1767",325,"Biology",1620216,8144,"1995",1
"1768",NA,"Medical",47302,4252,"1995",1
"1769",56,"Medical",NA,866,"1995",0
"1770",136,"Biology",NA,4622,"1990",1
"1771",NA,"Technology",NA,8244,"1995",1
"1772",8,"Biology",27922792,11009,"1990",1
"1773",4,"Biology",NA,1252,"1995",1
"1774",NA,"Biology",NA,2272,"1990",1
"1775",2,"Medical",NA,3149,"1995",1
"1776",NA,"Biology",NA,2481,"1990",1
"1777",26,"Medical",NA,3114,"1980",1
"1778",123,"Biology",NA,2384,"1990",1
"1779",33,"Biology",NA,2244,"1990",1
"1780",NA,"Biology",NA,6776,"1980",1
"1781",NA,"Medical",NA,2634,"1995",1
"1782",53,"Biology",1570737,7646,"1995",1
"1783",36,"Medical",NA,3552,"2000",1
"1784",26,"Biology",NA,4167,"1995",1
"1785",NA,"Technology",NA,3665,"1990",1
"1786",27,"Biology",7985610,8939,"1995",1
"1787",190,"Biology",NA,3890,"1995",0
"1788",7,"Biology",NA,2253,"1975",1
"1789",NA,"Biology",NA,2281,"1990",0
"1790",3,"Biology",67758,5522,"2000",1
"1791",108,"Medical",2854169,1477,"1995",1
"1792",13,"Medical",12070875,4647,"1990",1
"1793",NA,"Medical",NA,12927,"1990",1
"1794",73,"Biology",NA,4223,"1975",1
"1795",172,"Biology",43655809,4369,"1990",1
"1796",NA,"Biology",5754618,7033,"1995",1
"1797",NA,"Technology",NA,4700,"1995",1
"1798",17,"Biology",463960,4466,"1995",0
"1799",146,"Biology",NA,5625,"1995",1
"1800",NA,"Biology",NA,1715,"1990",1
"1801",17,"Biology",NA,4518,"1990",1
"1802",18,"Biology",20398737,14890,"1995",1
"1803",NA,"Biology",10067754,8734,"1990",1
"1804",247,"Biology",NA,2473,"1980",1
"1805",152,"Biology",NA,351,"2010",1
"1806",13,"Medical",NA,7304,"1995",1
"1807",52,"Biology",3459195,3611,"1995",1
"1808",NA,"Biology",NA,1301,"2000",1
"1809",NA,"Biology",NA,10490,"1995",1
"1810",13,"Medical",8900135,3659,"1990",1
"1811",NA,"Medical",NA,1800,"1990",0
"1812",19,"Medical",NA,10084,"1985",1
"1813",NA,"Biology",NA,3292,"1985",0
"1814",9,"Biology",14825896,15861,"1990",1
"1815",12,"Medical",4096131,3215,"1995",1
"1816",NA,"Biology",3561669,4329,"1995",1
"1817",62,"Biology",NA,3055,"1985",1
"1818",NA,"Medical",NA,3570,"1975",1
"1819",60,"Medical",21161071,7390,"1990",1
"1820",16,"Medical",NA,5442,"1975",1
"1821",38,"Biology",NA,8797,"1985",1
"1822",57,"Biology",10291621,12270,"1990",1
"1823",81,"Biology",29727,4754,"1985",1
"1824",46,"Medical",NA,6444,"1985",1
"1825",14,"Biology",NA,7145,"1990",1
"1826",8,"Biology",2666389,7053,"1990",0
"1827",57,"Biology",NA,1328,"1995",1
"1828",NA,"Biology",NA,3893,"1980",1
"1829",142,"Biology",4820857,24763,"1985",0
