Id,Label,timeset,dept_rank,cip_category,total_deflated_dollar_2010,citations,y_05,cd,pageranks
1051,,,NA,Biology,NA,3179,2000,1,0.00013
1052,,,NA,Medical,NA,231,2010,1,0.000409
1053,,,2,Medical,NA,7353,1985,1,0.00013
1054,,,90,Biology,NA,1331,2005,1,0.00013
1055,,,NA,Biology,1907464,12361,1990,1,0.000913
1056,,,24,Medical,NA,1038,2005,1,0.00013
1057,,,16,Medical,591839,3573,1985,1,0.00013
1058,,,136,Biology,10732,3467,2000,1,0.00013
1059,,,12,Medical,109574,327,2005,1,0.000599
1060,,,21,Medical,NA,1122,2005,1,0.00013
1061,,,13,Medical,NA,31496,1970,1,0.000318
1062,,,NA,Biology,NA,1524,2005,1,0.003519
1063,,,NA,Biology,7870655,35143,2000,1,0.020441
1064,,,6,Biology,3042026,12432,1985,1,0.00013
1065,,,16,Medical,2275738,117,2010,1,0.00013
1066,,,2,Medical,NA,163,2010,1,0.00013
1067,,,16,Medical,147287,2179,2000,1,0.00013
1068,,,50,Medical,NA,135,2010,0,0.00013
1069,,,NA,Medical,NA,415,2010,1,0.000409
1070,,,13,Medical,NA,1684,2000,1,0.00013
1071,,,NA,Medical,9562333,82028,1965,1,0.001261
1072,,,8,Medical,NA,186,2005,0,0.00013
1073,,,6,Biology,5110923,1476,2005,1,0.00013
1074,,,56,Medical,276437,657,2005,1,0.00013
1075,,,NA,Medical,NA,2231,2005,1,0.00013
1076,,,NA,Biology,3023740,131,2010,0,0.00013
1077,,,2,Medical,738893,13304,1975,1,0.00013
1078,,,19,Medical,NA,1194,2010,0,0.00013
1079,,,NA,Biology,NA,2797,1995,1,0.00013
1080,,,NA,Medical,NA,1462,2000,1,0.00013
1081,,,NA,Medical,NA,466,2005,1,0.00013
1082,,,NA,Medical,NA,326,2010,0,0.00013
1083,,,23,Biology,910773,606,1995,1,0.00013
1084,,,NA,Technology,NA,1080,2010,1,0.00013
1085,,,65,Medical,NA,9552,1980,1,0.00013
1086,,,NA,Biology,NA,738,2010,1,0.00013
1087,,,NA,Biology,3168345,7930,1975,1,0.00013
1088,,,NA,Biology,NA,11299,1970,1,0.000409
1089,,,NA,Medical,5716761,13362,1980,1,0.00013
1090,,,NA,Biology,64,339,2005,1,0.00013
1091,,,NA,Medical,165598,909,2010,1,0.00013
1092,,,36,Medical,NA,274,2010,0,0.00013
1093,,,30,Medical,84742,8284,1980,1,0.00013
1094,,,95,Biology,4705823,4382,2000,1,0.00013
1095,,,NA,Biology,1308689,472,2005,1,0.00013
1096,,,NA,Biology,NA,4856,1995,1,0.00013
1097,,,NA,Biology,NA,222,2010,1,0.00013
1098,,,16,Medical,NA,698,2010,1,0.00013
1099,,,41,Biology,NA,253,2010,1,0.00013
1100,,,7,Biology,NA,616,2000,1,0.000481
1101,,,2,Medical,NA,3980,1990,1,0.00013
1102,,,89,Technology,10405740,207,2010,1,0.00013
1103,,,27,Medical,9346303,2039,1985,1,0.00013
1104,,,65,Medical,NA,2831,1980,0,0.00013
1105,,,NA,Medical,NA,8031,1995,1,0.00013
1106,,,10,Technology,NA,329,2005,1,0.00013
1107,,,NA,Biology,7326380,2475,1995,1,0.00013
1108,,,NA,Biology,66672,451,1985,1,0.000305
1109,,,13,Medical,NA,1041,2005,1,0.00013
1110,,,6,Biology,NA,1867,2010,1,0.000601
1111,,,2,Medical,1533282,385,2010,1,0.00013
1112,,,NA,Medical,NA,256,2010,0,0.00013
1113,,,23,Biology,NA,317,2005,0,0.00013
1114,,,17,Biology,NA,5388,1980,1,0.00013
1115,,,22,Biology,NA,177,2010,1,0.00013
1116,,,NA,Medical,158760,189,2010,1,0.00013
1117,,,22,Biology,NA,13484,2000,1,0.000404
1118,,,318,Biology,NA,10256,1990,0,0.00013
1119,,,NA,Medical,485734,425,2005,1,0.00013
1120,,,90,Biology,48140533,35554,1975,1,0.000668
1121,,,8,Biology,NA,334,2005,1,0.000599
1122,,,NA,Medical,5402890,2275,1990,1,0.000353
1123,,,NA,Medical,NA,62635,1975,1,0.00013
1124,,,33,Biology,7058738,7071,1975,1,0.00013
1125,,,167,Biology,NA,19687,1995,1,0.00013
1126,,,NA,Biology,20728053,16473,1985,1,0.00013
1127,,,NA,Medical,NA,11408,1975,1,0.00013
1128,,,150,Biology,NA,623,2000,1,0.00013
1129,,,39,Biology,NA,586,2010,1,0.00013
1130,,,NA,Biology,NA,658,2010,0,0.00013
1131,,,NA,Biology,21666879,14525,1980,1,0.000641
1132,,,30,Medical,NA,7426,1990,1,0.00013
1133,,,NA,Medical,NA,933,2000,1,0.00013
1134,,,NA,Medical,NA,1688,1995,1,0.00013
1135,,,3,Medical,NA,141,2010,1,0.00013
1136,,,3,Medical,NA,1044,2010,1,0.00013
1137,,,NA,Biology,1882529,1603,2005,1,0.00013
1138,,,3,Medical,2288649,4304,2000,1,0.00013
1139,,,NA,Biology,NA,2114,1995,1,0.000473
1140,,,NA,Medical,30732464,332,1995,0,0.00013
1141,,,62,Biology,14053866,3978,1995,0,0.00013
1142,,,NA,Medical,NA,712,2000,1,0.00013
1143,,,NA,Biology,1995382,6441,2000,1,0.000481
1144,,,13,Medical,2559502,7910,1975,1,0.00013
1145,,,163,Biology,NA,266,2010,0,0.00013
1146,,,56,Medical,NA,1365,2000,1,0.00013
1147,,,60,Biology,84756704,1283,2005,1,0.00013
1148,,,NA,Medical,280783,818,2000,1,0.00013
1149,,,14,Technology,1701191,3099,2005,1,0.000377
1150,,,NA,Biology,NA,1884,2005,1,0.00013
1151,,,93,Biology,461784,5631,1985,1,0.000575
1152,,,13,Medical,NA,3981,2000,1,0.00013
1153,,,43,Medical,NA,4592,1990,1,0.00013
1154,,,NA,Medical,10792566,6942,1975,1,0.00013
1155,,,NA,Biology,1498375,3472,2000,1,0.00013
1156,,,22,Medical,8801776,1236,2005,1,0.000864
1157,,,366,Biology,NA,3305,1965,0,0.00013
1158,,,NA,Medical,551830,2659,1980,1,0.00013
1159,,,23,Biology,NA,203,2010,1,0.00013
1160,,,6,Medical,NA,214,2010,1,0.00013
1161,,,NA,Medical,549569,1206,2010,1,0.00013
1162,,,2,Medical,158540,1702,1995,1,0.00013
1163,,,NA,Biology,NA,33778,1980,1,0.00013
1164,,,NA,Biology,1885038,56189,1975,1,0.000598
1165,,,38,Technology,NA,8785,1995,1,0.003264
1166,,,5,Medical,NA,1045,1975,1,0.00013
1167,,,13,Medical,NA,1114,1995,1,0.00013
1168,,,26,Medical,NA,6326,2000,1,0.00013
1169,,,NA,Biology,3572559,704,2005,0,0.003715
1170,,,NA,Medical,485799,1235,2000,1,0.00013
1171,,,61,Technology,NA,4918,1975,1,0.00013
1172,,,NA,Biology,NA,680,2010,0,0.00013
1173,,,NA,Biology,NA,1216,2000,1,0.00013
1174,,,NA,Biology,956870,7531,1995,1,0.00013
1175,,,38,Medical,NA,5094,1995,1,0.00013
1176,,,16,Biology,635877,3928,2000,0,0.00013
1177,,,NA,Biology,NA,18101,1985,0,0.00013
1178,,,5,Medical,NA,373,2010,1,0.00013
1179,,,16,Biology,NA,1498,2005,1,0.00013
1180,,,96,Biology,NA,9943,1995,1,0.000611
1181,,,73,Biology,NA,5508,1995,0,0.00013
1182,,,NA,Biology,NA,2571,2000,1,0.00013
1183,,,318,Biology,NA,806,1995,1,0.00013
1184,,,18,Biology,NA,6547,2000,1,0.00013
1185,,,16,Medical,1206651,769,2005,1,0.00013
1186,,,NA,Biology,2124833,26057,1990,1,0.000318
1187,,,NA,Biology,NA,2500,1975,1,0.00013
1188,,,NA,Medical,NA,5133,2000,1,0.00013
1189,,,NA,Medical,NA,9454,1980,1,0.00013
1190,,,NA,Biology,NA,488,2010,0,0.00013
1191,,,NA,Technology,NA,1859,2005,1,0.000409
1192,,,13,Biology,NA,5451,1995,1,0.00013
1193,,,60,Medical,NA,571,2010,1,0.000409
1194,,,NA,Biology,NA,577,2010,1,0.00013
1195,,,NA,Biology,162889,2168,2010,1,0.00013
1196,,,NA,Medical,NA,2964,1995,1,0.00013
1197,,,6,Biology,NA,263,2010,1,0.00013
1198,,,43,Medical,NA,472,2010,1,0.00013
1199,,,NA,Medical,NA,89,1990,1,0.00013
1200,,,NA,Biology,NA,3501,2000,1,0.00013
1201,,,NA,Biology,1281245,3790,1990,1,0.000372
1202,,,NA,Medical,424055,2909,1995,0,0.00013
1203,,,38,Medical,3531128,1509,2000,0,0.00013
1204,,,NA,Medical,NA,2803,1995,1,0.00013
1205,,,41,Biology,2724988,4932,1985,1,0.00013
1206,,,NA,Biology,NA,14963,2000,0,0.000439
1207,,,27,Medical,1965546,13508,1995,1,0.00013
1208,,,337,Biology,NA,1640,2005,1,0.00013
1209,,,46,Medical,NA,209,2010,1,0.00013
1210,,,1,Medical,81779,112,2010,1,0.00013
1211,,,NA,Biology,NA,175,2010,1,0.00013
1212,,,NA,Biology,14686302,28657,1995,1,0.000318
1213,,,33,Biology,NA,978,2005,1,0.00013
1214,,,2,Medical,NA,320,2010,1,0.00013
1215,,,NA,Biology,NA,1758,2000,1,0.000409
1216,,,NA,Biology,NA,2396,2000,1,0.000409
1217,,,1,Biology,NA,216,2010,1,0.00013
1218,,,13,Medical,NA,320,2010,1,0.00013
1219,,,1,Biology,131363,967,2010,1,0.00013
1220,,,33,Biology,NA,312,2010,1,0.00013
1221,,,NA,Biology,2594353,11780,1995,1,0.00013
1222,,,NA,Biology,NA,115,2010,0,0.00013
1223,,,3,Medical,18277,240,2010,1,0.00013
1224,,,NA,Medical,61955,195,2010,1,0.00013
1225,,,56,Medical,626920,747,2005,0,0.00013
1226,,,NA,Biology,NA,489,2005,1,0.00013
1227,,,13,Medical,NA,1179,2000,1,0.00013
1228,,,181,Biology,NA,931,2005,0,0.00013
1229,,,29,Medical,2878013,118,2010,1,0.00013
1230,,,30,Medical,123075,1541,1990,0,0.00013
1231,,,NA,Medical,NA,426,2010,1,0.00013
1232,,,NA,Medical,NA,473,2005,1,0.00013
1233,,,146,Biology,1146184,55,2010,0,0.00013
1234,,,218,Biology,446728,585,2010,1,0.00013
1235,,,NA,Medical,NA,229,2005,1,0.00013
1236,,,7,Biology,NA,19763,1990,1,0.000459
1237,,,84,Medical,NA,1086,2000,0,0.00013
1238,,,46,Biology,NA,632,2005,0,0.00013
1239,,,65,Biology,NA,20433,1980,1,0.00013
1240,,,96,Biology,1357862,3440,1995,1,0.00013
1241,,,8,Biology,NA,606,2005,1,0.00013
1242,,,NA,Biology,5174686,8405,2000,1,0.000409
1243,,,273,Biology,NA,3058,1995,1,0.00013
1244,,,NA,Medical,NA,4824,2000,1,0.00013
1245,,,57,Biology,NA,1744,2000,1,0.00013
1246,,,NA,Medical,NA,4102,1965,0,0.00013
1247,,,2,Medical,NA,200,2010,1,0.00013
1248,,,NA,Biology,NA,579,2010,1,0.00013
1249,,,NA,Medical,NA,228,2010,1,0.00013
1250,,,3,Medical,2937476,182,2010,1,0.00013
1251,,,1,Biology,321207,177,2010,0,0.000507
1252,,,2,Medical,NA,411,2010,1,0.00013
1253,,,9,Biology,NA,429,2005,1,0.00013
1254,,,13,Medical,NA,2104,2000,1,0.000325
1255,,,60,Medical,NA,3028,2000,1,0.00013
1256,,,62,Biology,NA,680,2005,1,0.00013
1257,,,NA,Medical,36340704,2202,2000,1,0.00013
1258,,,2,Biology,NA,933,2010,1,0.00013
1259,,,NA,Biology,14889,2957,2000,1,0.00013
1260,,,NA,Medical,NA,123,2010,1,0.00013
1261,,,NA,Biology,NA,77,2010,1,0.00013
1262,,,2,Medical,6653813,32973,2000,1,0.000549
1263,,,1,Biology,1418090,15081,1975,1,0.00013
1264,,,6,Biology,5171125,6588,2005,1,0.000601
1265,,,NA,Biology,149965,321,2010,1,0.00013
1266,,,NA,Technology,233135402,28375,1965,1,0.00013
1267,,,NA,Biology,5475728,1727,1995,1,0.00013
1268,,,NA,Biology,NA,488,2005,1,0.00013
1269,,,22,Biology,6835893,2872,2005,1,0.000646
1270,,,NA,Medical,NA,714,2010,1,0.00013
1271,,,12,Medical,391138,2613,1995,1,0.00013
1272,,,NA,Biology,23157598,12561,1990,1,0.000568
1273,,,89,Technology,444991,1732,1990,1,0.00013
1274,,,NA,Biology,NA,1290,2000,1,0.00013
1275,,,NA,Biology,NA,5493,2005,0,0.00013
1276,,,2,Medical,NA,495,2015,1,0.00013
1277,,,13,Medical,1887479,14650,1985,1,0.000689
1278,,,46,Medical,NA,355,2010,1,0.00013
1279,,,43,Medical,NA,396,2005,0,0.00013
1280,,,52,Technology,NA,176,2010,1,0.00013
1281,,,NA,Biology,18447823,13016,2000,1,0.009672
1282,,,NA,Biology,934884,1297,2005,1,0.000331
1283,,,25,Technology,NA,7332,1985,1,0.000331
1284,,,8,Biology,NA,6922,1970,1,0.00051
1285,,,99,Biology,152806,11123,1965,1,0.00013
1286,,,98,Biology,31961472,17952,1975,1,0.00013
1287,,,7,Biology,NA,1151,2005,0,0.00013
1288,,,5,Biology,7409935,6709,1980,1,0.000592
1289,,,19,Medical,NA,3829,1985,1,0.005704
1290,,,NA,Biology,NA,26461,1985,1,0.00013
1291,,,84,Biology,90512,9730,1995,1,0.000439
1292,,,NA,Biology,NA,5629,2000,0,0.00013
1293,,,60,Medical,NA,1414,2010,1,0.006033
1294,,,NA,Biology,NA,1427,2005,1,0.00013
1295,,,NA,Biology,3271460,3756,1995,1,0.00013
1296,,,218,Biology,5577409,4444,1985,0,0.001261
1297,,,7,Biology,47265034,59017,1980,1,0.000647
1298,,,4,Biology,NA,5508,1990,1,0.00013
1299,,,NA,Biology,NA,927,1995,1,0.00013
1300,,,210,Biology,NA,764,2005,0,0.001758
1301,,,13,Medical,NA,11324,1990,1,0.00013
1302,,,39,Biology,12443206,10852,1970,0,0.00013
1303,,,NA,Medical,NA,20196,1975,1,0.00052
1304,,,82,Technology,18628518,17439,1980,1,0.000473
1305,,,NA,Biology,548563,2216,2005,1,0.00013
1306,,,NA,Biology,7116710,2337,1995,1,0.00013
1307,,,173,Biology,660008,2210,1995,1,0.00013
1308,,,NA,Medical,NA,12712,1990,1,0.00013
1309,,,96,Biology,NA,936,2005,1,0.00013
1310,,,3,Medical,NA,7263,1965,1,0.00013
1311,,,NA,Medical,4891554,3392,1990,1,0.000481
1312,,,NA,Medical,551574,8840,1975,1,0.00013
1313,,,16,Medical,NA,709,2005,0,0.001658
1314,,,NA,Biology,NA,3551,1985,0,0.00013
1315,,,136,Biology,NA,669,2000,1,0.00013
1316,,,72,Medical,1151792,3845,1980,1,0.00013
1317,,,273,Biology,NA,8446,1995,1,0.00013
1318,,,NA,Biology,195612249,910,2005,1,0.00013
1319,,,30,Medical,369677,18734,2005,1,0.00217
1320,,,NA,Biology,NA,1455,2010,1,0.000557
1321,,,NA,Biology,NA,3720,2000,1,0.000409
1322,,,52,Medical,NA,1246,2000,1,0.000459
1323,,,9,Biology,NA,1858,2010,1,0.000361
1324,,,NA,Biology,2419274,1935,2000,1,0.00013
1325,,,NA,Technology,NA,12287,1995,1,0.00013
1326,,,16,Biology,NA,6556,1985,1,0.000318
1327,,,7,Biology,NA,168,1990,1,0.001658
1328,,,73,Biology,20272397,1446,2000,1,0.00013
1329,,,NA,Medical,NA,1885,2000,1,0.00013
1330,,,NA,Biology,NA,13689,1975,1,0.00013
1331,,,36,Medical,NA,2006,2000,1,0.00013
1332,,,NA,Biology,44411112,2436,2005,1,0.000528
1333,,,60,Medical,2818725,3957,2000,1,0.005179
1334,,,NA,Medical,NA,468,2005,0,0.00013
1335,,,8,Biology,NA,1539,2005,1,0.00013
1336,,,NA,Biology,42276592,13801,1995,1,0.000325
1337,,,98,Biology,34515170,3803,1975,1,0.00013
1338,,,NA,Biology,NA,9361,1980,1,0.00013
1339,,,196,Biology,NA,2680,1990,0,0.000337
1340,,,NA,Biology,NA,6987,2005,1,0.00052
1341,,,17,Biology,NA,2816,2005,1,0.000445
1342,,,NA,Medical,2392486,3489,2000,1,0.00179
1343,,,NA,Biology,NA,634,2005,1,0.00013
1344,,,NA,Biology,NA,672,2005,1,0.000409
1345,,,50,Medical,NA,2742,2005,1,0.00013
1346,,,NA,Biology,NA,1845,2005,1,0.000331
1347,,,NA,Medical,NA,807,2000,1,0.002423
1348,,,NA,Biology,NA,561,2010,1,0.00013
1349,,,45,Biology,3741862,3203,1990,1,0.001858
1350,,,16,Medical,345170,4497,1980,1,0.00013
1351,,,NA,Biology,2591327,9311,1995,1,0.00013
1352,,,26,Biology,NA,643,2000,1,0.000864
1353,,,NA,Biology,NA,970,2005,1,0.000864
1354,,,NA,Biology,NA,41171,1970,1,0.020905
1355,,,50,Medical,1752202,1288,2000,1,0.002431
1356,,,NA,Biology,NA,1857,1995,1,0.000507
1357,,,NA,Biology,167910,2018,2010,1,0.00243
1358,,,NA,Biology,NA,1965,2005,1,0.001261
1359,,,16,Biology,NA,1355,2000,1,0.00013
1360,,,16,Biology,17031883,17166,1985,1,0.00013
1361,,,16,Medical,NA,859,1995,0,0.000864
1362,,,NA,Biology,NA,387,2005,1,0.00013
1363,,,3,Medical,NA,1733,2000,1,0.00013
1364,,,36,Biology,NA,772,2010,1,0.00013
1365,,,96,Biology,NA,227,2000,0,0.00013
1366,,,NA,Biology,NA,1491,2005,1,0.00013
1367,,,24,Technology,NA,398,1995,1,0.00013
1368,,,NA,Biology,NA,3943,2000,1,0.00013
1369,,,NA,Biology,NA,801,2000,0,0.00013
1370,,,7,Biology,447214,1833,2000,1,0.00013
1371,,,24,Medical,NA,367,2005,1,0.00013
1372,,,8,Biology,NA,2563,2000,1,0.00013
1373,,,123,Biology,NA,1116,1990,1,0.00013
1374,,,NA,Biology,NA,510,1995,0,0.00013
1375,,,43,Medical,NA,2878,2000,1,0.00013
1376,,,NA,Biology,NA,1700,2000,1,0.00013
1377,,,16,Biology,NA,2901,2000,1,0.00013
1378,,,4,Biology,735388,1602,2000,0,0.00013
1379,,,NA,Biology,1166171,1386,2000,1,0.00013
1380,,,NA,Biology,NA,2324,2000,1,0.00013
1381,,,NA,Medical,NA,1735,1995,0,0.00013
1382,,,NA,Biology,NA,4031,1995,1,0.00013
1383,,,NA,Biology,1648279,10466,2000,1,0.00013
1384,,,110,Biology,NA,2313,2000,1,0.00013
1385,,,1,Biology,NA,1415,2000,1,0.00013
1386,,,312,Biology,NA,2496,2000,1,0.000441
1387,,,136,Biology,880656,1220,2000,1,0.00013
1388,,,47,Biology,NA,412,2000,1,0.00013
1389,,,NA,Biology,557177,2122,2000,0,0.00013
1390,,,NA,Biology,152071,1480,1995,0,0.00013
1391,,,99,Biology,NA,499,1990,1,0.00013
1392,,,3,Medical,NA,1843,1995,1,0.00013
1393,,,142,Biology,NA,22138,1995,1,0.000377
1394,,,11,Technology,1173671,2473,2000,1,0.00013
1395,,,NA,Medical,NA,423,2000,1,0.00013
1396,,,NA,Biology,NA,1201,2000,1,0.00013
1397,,,1,Biology,NA,2232,1990,1,0.00013
1398,,,22,Biology,NA,544,2000,1,0.00013
1399,,,30,Medical,1369344,849,1995,0,0.00013
1400,,,NA,Medical,NA,516,1990,1,0.00013
1401,,,NA,Medical,NA,890,2000,1,0.00013
1402,,,78,Medical,NA,886,1995,1,0.00013
1403,,,39,Biology,NA,706,2000,1,0.00013
1404,,,12,Medical,NA,566,2000,1,0.00013
1405,,,12,Biology,NA,2286,2000,1,0.00013
1406,,,NA,Biology,5093861,3292,2000,1,0.000605
1407,,,NA,Medical,NA,4041,1995,1,0.00013
1408,,,65,Medical,NA,1325,1990,1,0.00013
1409,,,NA,Biology,NA,3608,1985,1,0.00013
1410,,,17,Biology,899952,2519,2000,1,0.00013
1411,,,52,Medical,NA,4241,1995,1,0.00013
1412,,,NA,Biology,NA,13025,2000,1,0.000409
1413,,,23,Biology,NA,662,2000,1,0.00013
1414,,,NA,Biology,NA,2781,1995,1,0.000409
1415,,,NA,Medical,NA,2532,2000,1,0.00013
1416,,,26,Medical,NA,1695,2000,1,0.00013
1417,,,36,Medical,NA,1354,1995,1,0.00013
1418,,,6,Biology,1885356,6465,1990,1,0.000318
1419,,,NA,Biology,NA,657,2000,1,0.00013
1420,,,30,Medical,1369344,706,1995,0,0.00013
1421,,,90,Biology,NA,625,1995,0,0.00013
1422,,,13,Medical,NA,488,1990,1,0.00013
1423,,,16,Biology,NA,3032,2000,1,0.00013
1424,,,178,Biology,1220557,1375,1995,1,0.00013
1425,,,NA,Biology,NA,2305,2000,1,0.00013
1426,,,NA,Biology,5451225,1693,1995,1,0.00013
1427,,,2,Medical,NA,1547,2005,1,0.00013
1428,,,NA,Biology,NA,755,2000,1,0.00013
1429,,,24,Medical,NA,1952,1990,1,0.00013
1430,,,NA,Biology,NA,481,2000,1,0.00013
1431,,,2,Medical,NA,1367,1995,1,0.00013
1432,,,NA,Medical,1888624,2806,2000,1,0.00013
1433,,,NA,Medical,NA,730,1995,1,0.00013
1434,,,23,Biology,366429,4950,2000,1,0.000399
1435,,,23,Biology,NA,4152,2000,1,0.00013
1436,,,2,Medical,NA,5341,2000,1,0.00013
1437,,,36,Medical,653536,4010,1995,1,0.00013
1438,,,NA,Biology,2970989,7343,2000,1,0.00013
1439,,,38,Medical,NA,908,1995,0,0.00013
1440,,,23,Biology,NA,2320,1995,1,0.00013
1441,,,110,Biology,NA,5025,2000,1,0.00013
1442,,,70,Medical,16413352,2649,2000,1,0.00013
1443,,,NA,Medical,NA,487,1985,1,0.00013
1444,,,NA,Biology,NA,2342,2000,1,0.00013
1445,,,45,Biology,2166742,1356,2000,1,0.00013
1446,,,397,Biology,NA,2763,2005,1,0.00013
1447,,,NA,Biology,NA,2290,2000,1,0.00013
1448,,,30,Medical,496185,4199,1995,1,0.000372
1449,,,67,Medical,NA,5623,2000,1,0.00013
1450,,,8,Biology,7537472,3119,2000,1,0.00013
1451,,,11,Biology,974831,1248,2000,1,0.00013
1452,,,2,Medical,NA,30586,1975,1,0.00095
1453,,,112,Biology,NA,3046,1995,1,0.00013
1454,,,NA,Biology,NA,937,1995,1,0.00013
1455,,,NA,Medical,NA,951,1980,1,0.00013
1456,,,6,Biology,NA,900,1995,1,0.00013
1457,,,NA,Biology,1290160,4546,1995,1,0.000414
1458,,,157,Biology,NA,3199,1990,1,0.00013
1459,,,38,Medical,NA,3070,1990,1,0.000414
1460,,,27,Biology,NA,6706,1995,1,0.00013
1461,,,NA,Biology,3040162,4703,1990,1,0.000353
1462,,,1,Biology,6935965,11643,1990,1,0.00013
1463,,,NA,Medical,NA,3274,2000,1,0.00013
1464,,,NA,Biology,NA,7089,1995,1,0.000458
1465,,,33,Biology,NA,1918,1995,1,0.00013
1466,,,13,Medical,NA,3064,2000,1,0.00013
1467,,,103,Biology,NA,7329,1995,0,0.00013
1468,,,4,Biology,NA,15458,2000,1,0.00013
1469,,,273,Biology,1931900,3984,1985,1,0.00013
1470,,,19,Medical,NA,2560,1990,1,0.00013
1471,,,110,Biology,366629,9309,1995,1,0.00013
1472,,,16,Medical,NA,4363,1990,1,0.00013
1473,,,2,Medical,NA,3829,1995,1,0.00013
1474,,,93,Biology,NA,3209,2000,0,0.00013
1475,,,NA,Biology,NA,21383,1990,1,0.00013
1476,,,NA,Biology,17605858,5934,1990,1,0.00013
1477,,,NA,Medical,2290422,3121,2000,1,0.000481
1478,,,13,Medical,NA,8195,1995,1,0.00013
1479,,,3,Medical,NA,1861,1995,1,0.00013
1480,,,27,Biology,690000,1095,1990,1,0.00013
1481,,,13,Medical,NA,1953,1990,1,0.00013
1482,,,NA,Biology,NA,7788,2000,1,0.00013
1483,,,NA,Medical,NA,2010,1990,1,0.00013
1484,,,112,Biology,NA,2925,2000,1,0.003664
1485,,,8,Medical,NA,8285,1995,1,0.00013
1486,,,NA,Biology,NA,2267,2000,1,0.00013
1487,,,25,Technology,NA,2909,1990,1,0.000377
1488,,,NA,Biology,NA,3061,1995,1,0.00013
1489,,,64,Technology,NA,3252,1990,1,0.00013
1490,,,5,Medical,NA,3063,1995,1,0.00013
1491,,,NA,Biology,NA,1411,1995,1,0.00013
1492,,,NA,Biology,1100695,2655,2000,1,0.000353
1493,,,2,Medical,NA,1446,1990,1,0.00013
1494,,,NA,Biology,NA,1110,1990,1,0.00013
1495,,,NA,Biology,NA,4235,2000,1,0.00013
1496,,,NA,Biology,NA,1218,2000,1,0.00013
1497,,,364,Biology,NA,4245,2000,1,0.00013
1498,,,38,Medical,NA,1522,1990,0,0.00013
1499,,,NA,Biology,3076384,1783,1995,1,0.000331
1500,,,65,Medical,5634258,2393,2000,1,0.00013
1501,,,337,Biology,4070057,18178,1995,1,0.00013
1502,,,11,Biology,NA,1901,2000,1,0.00013
1503,,,67,Medical,3687549,3705,2000,1,0.000404
1504,,,NA,Medical,NA,3798,2000,1,0.00013
1505,,,73,Biology,NA,3052,1990,1,0.00013
1506,,,NA,Medical,14053386,6543,1995,1,0.00013
1507,,,52,Medical,3589564,1297,1995,1,0.00013
1508,,,NA,Medical,NA,2024,1995,1,0.000377
1509,,,NA,Biology,222356,1680,1995,1,0.00013
1510,,,39,Biology,233924,1514,2000,1,0.00013
1511,,,NA,Biology,NA,1108,1995,1,0.000325
1512,,,NA,Biology,NA,2402,1995,1,0.00013
1513,,,23,Biology,NA,3284,2000,1,0.00013
1514,,,NA,Medical,4455176,3106,2000,1,0.00013
1515,,,NA,Medical,NA,14482,1995,1,0.00013
1516,,,213,Biology,3204329,7141,2000,1,0.00013
1517,,,178,Biology,NA,3385,1995,1,0.00013
1518,,,NA,Biology,NA,11797,2000,1,0.00013
1519,,,6,Biology,NA,1091,1995,1,0.00013
1520,,,NA,Medical,NA,424,1995,1,0.00013
1521,,,2,Biology,403612,4381,1990,1,0.00013
1522,,,90,Biology,NA,926,2000,0,0.00013
1523,,,23,Biology,8128,5605,1995,1,0.00013
1524,,,NA,Biology,NA,2824,1995,1,0.00013
1525,,,NA,Medical,NA,6081,1995,1,0.00013
1526,,,NA,Medical,NA,4483,1995,1,0.00013
1527,,,NA,Medical,1962754,2705,2000,1,0.00013
1528,,,NA,Biology,2592314,4037,1995,1,0.00013
1529,,,NA,Medical,NA,5924,1995,1,0.00013
1530,,,NA,Medical,388332,424,2005,1,0.00013
1531,,,NA,Medical,NA,1821,1995,1,0.00013
1532,,,2,Medical,218060,1687,1990,1,0.000409
1533,,,NA,Medical,369172,5726,1980,1,0.00013
1534,,,9,Technology,NA,1755,1990,1,0.000318
1535,,,NA,Medical,NA,1205,1990,1,0.00013
1536,,,13,Biology,233784,1150,1995,1,0.00013
1537,,,NA,Technology,2438332,1951,1995,1,0.00013
1538,,,NA,Biology,NA,4791,1995,1,0.000458
1539,,,NA,Medical,NA,3117,1985,1,0.00013
1540,,,57,Biology,NA,6515,1990,1,0.000409
1541,,,NA,Biology,NA,2084,1990,1,0.00013
1542,,,NA,Biology,NA,3881,1995,1,0.00013
1543,,,24,Medical,NA,1100,2000,1,0.00013
1544,,,60,Biology,4213197,14817,2000,1,0.00013
1545,,,27,Medical,293890,11310,1995,1,0.00013
1546,,,NA,Medical,NA,5454,1990,1,0.000507
1547,,,NA,Biology,NA,2943,1995,1,0.000574
1548,,,2,Medical,NA,5460,1995,1,0.00013
1549,,,8,Medical,NA,9285,1995,1,0.000331
1550,,,8,Biology,203252,5420,2000,1,0.00013
1551,,,2,Technology,8638725,1116,1980,1,0.00013
1552,,,NA,Biology,NA,8547,1995,1,0.000422
1553,,,26,Biology,47804,4168,1985,1,0.00013
1554,,,9,Biology,NA,4123,1985,1,0.00013
1555,,,7,Biology,NA,2404,2005,1,0.00013
1556,,,13,Medical,16524604,8199,1995,1,0.000414
1557,,,163,Biology,NA,4411,1995,1,0.000372
1558,,,9,Medical,1410481,1869,1990,1,0.00013
1559,,,19,Medical,NA,1531,1995,1,0.00013
