Id,Label,timeset,dept_rank,cip_category,total_deflated_dollar_2010,citations,y_05,cd,pageranks
2569,,,NA,Biology,NA,2027,1985,1,0.00013
2570,,,13,Medical,40445792,33689,1980,1,0.00013
2571,,,38,Biology,1628370,2534,1995,1,0.00013
2572,,,50,Medical,NA,9223,1970,1,0.00013
2573,,,NA,Biology,24370559,25135,1985,1,0.00013
2574,,,NA,Medical,NA,10958,1980,1,0.000325
2575,,,NA,Biology,NA,12921,1985,1,0.000458
2576,,,163,Biology,NA,3370,1995,1,0.00013
2577,,,4,Biology,NA,12047,1985,1,0.00013
2578,,,2,Medical,1624479,8191,1985,1,0.00013
2579,,,16,Medical,NA,3726,1990,0,0.00013
2580,,,2,Biology,NA,9531,1975,1,0.00013
2581,,,NA,Biology,781583,5396,1995,1,0.000337
2582,,,24,Medical,NA,744,1990,1,0.00013
2583,,,3,Technology,NA,1559,2000,1,0.00013
2584,,,NA,Medical,NA,35361,1985,1,0.000318
2585,,,16,Medical,NA,8817,1985,1,0.00013
2586,,,NA,Technology,1584665,8684,1985,1,0.00013
2587,,,38,Medical,NA,1982,2000,1,0.00013
2588,,,NA,Biology,1434913,4950,2000,1,0.00013
2589,,,30,Technology,7427921,17321,1980,1,0.000409
2590,,,30,Medical,NA,28060,1985,1,0.00013
2591,,,NA,Medical,84946,11289,1985,1,0.00013
2592,,,10,Technology,NA,2082,1995,1,0.00013
2593,,,NA,Biology,NA,18640,1970,1,0.000409
2594,,,NA,Biology,34507281,15724,1990,1,0.00013
2595,,,4,Biology,NA,87034,1990,1,0.00013
2596,,,3,Medical,NA,5277,1990,0,0.00013
2597,,,NA,Biology,NA,4473,1995,1,0.00013
2598,,,30,Medical,NA,3205,1995,1,0.00013
2599,,,3,Medical,NA,3573,1985,1,0.00013
2600,,,NA,Biology,NA,6456,1990,1,0.00013
2601,,,3,Medical,NA,9577,1975,1,0.00013
2602,,,NA,Biology,NA,20026,1990,1,0.000372
2603,,,210,Biology,5227751,13855,1970,1,0.00013
2604,,,NA,Biology,15836966,32758,1980,1,0.00013
2605,,,52,Medical,NA,13946,1990,1,0.00013
2606,,,27,Medical,30422783,22118,1975,1,0.00013
2607,,,NA,Medical,NA,2939,1995,1,0.00013
2608,,,45,Biology,NA,4943,1985,1,0.000409
2609,,,73,Biology,167212,8680,1975,1,0.00013
2610,,,112,Biology,3379195,5020,1980,1,0.00013
2611,,,NA,Biology,132686,24727,1970,1,0.00013
2612,,,NA,Biology,NA,1037,1985,1,0.00013
2613,,,123,Biology,NA,12456,1970,1,0.000318
2614,,,NA,Biology,NA,28166,1985,1,0.000331
2615,,,13,Medical,1412388,23809,1980,1,0.000579
2616,,,3,Medical,NA,5530,1980,1,0.00013
2617,,,8,Biology,NA,6472,2000,1,0.00013
2618,,,NA,Biology,NA,16754,1980,1,0.00013
2619,,,NA,Biology,NA,22289,1990,1,0.000611
2620,,,NA,Biology,1333843,6787,1980,1,0.00013
2621,,,NA,Medical,1987997,2696,1990,1,0.00013
2622,,,2,Medical,3625023,3654,1995,1,0.000696
2623,,,NA,Biology,285425,3640,1985,1,0.000372
2624,,,NA,Biology,1145771,43202,1970,1,0.000696
2625,,,17,Biology,5257855,21767,1970,1,0.00013
2626,,,NA,Biology,NA,5456,2000,1,0.00013
2627,,,26,Biology,333649,4036,1985,1,0.00013
2628,,,NA,Medical,NA,4911,1970,0,0.00013
2629,,,NA,Technology,NA,3038,1995,1,0.00013
2630,,,3,Medical,17582548,48131,1965,1,0.00013
2631,,,NA,Medical,992236,24855,1985,1,0.000473
2632,,,16,Medical,13639,12193,1970,1,0.00013
2633,,,NA,Medical,NA,57022,1980,1,0.001658
2634,,,72,Medical,NA,38245,1990,1,0.000318
2635,,,NA,Medical,833365,6804,1985,1,0.00013
2636,,,65,Medical,NA,768,1990,1,0.00013
2637,,,13,Biology,NA,22164,1965,1,0.00013
2638,,,9,Biology,519457,3207,1995,1,0.000611
2639,,,16,Medical,NA,33052,1980,1,0.001384
2640,,,NA,Medical,NA,2300,1985,1,0.00013
2641,,,NA,Medical,3552072,20462,1970,1,0.00013
2642,,,26,Biology,NA,16047,2000,1,0.000331
2643,,,26,Biology,1070156,12665,1990,1,0.00013
2644,,,57,Biology,1163277,12353,1980,1,0.000331
2645,,,NA,Biology,NA,3518,1975,1,0.00013
2646,,,13,Medical,NA,1501,1995,0,0.00013
2647,,,48,Medical,8353047,29832,1965,1,0.000872
2648,,,NA,Biology,NA,1008,1975,1,0.00013
2649,,,52,Medical,3841261,1693,2000,1,0.00013
2650,,,13,Medical,NA,6941,1995,1,0.00013
2651,,,65,Biology,NA,23253,1975,1,0.000404
2652,,,NA,Medical,NA,6272,1980,1,0.00013
2653,,,13,Biology,5918384,16864,1980,1,0.00013
2654,,,NA,Biology,1046440,13185,1980,1,0.00013
2655,,,NA,Medical,NA,16317,1970,1,0.00013
2656,,,81,Biology,NA,4593,1985,1,0.00013
2657,,,NA,Biology,NA,10533,1995,1,0.00013
2658,,,13,Biology,36096170,9793,2000,1,0.00013
2659,,,1,Biology,NA,46825,1990,1,0.00013
2660,,,13,Medical,NA,1275,1980,1,0.00013
2661,,,82,Medical,NA,1987,1990,1,0.00013
2662,,,NA,Medical,NA,16893,1980,1,0.000409
2663,,,NA,Biology,NA,31131,1990,1,0.000611
2664,,,152,Biology,2430564,3226,1990,1,0.00013
2665,,,30,Medical,5764047,6243,1995,1,0.000459
2666,,,82,Biology,NA,13119,1960,1,0.00013
2667,,,16,Biology,40612151,53837,1995,1,0.001456
2668,,,24,Medical,NA,24446,1960,1,0.000325
2669,,,26,Biology,412423,7181,1975,1,0.00013
2670,,,22,Biology,NA,82135,1975,1,0.000646
2671,,,NA,Medical,1834926,9025,1990,1,0.00013
2672,,,22,Medical,NA,5795,2000,1,0.00013
2673,,,21,Medical,NA,15698,1980,1,0.00013
2674,,,96,Biology,474544,3379,1980,1,0.00013
2675,,,8,Biology,4216197,975,2000,0,0.00013
2676,,,111,Technology,3168858,13619,1975,1,0.00013
2677,,,65,Medical,NA,1926,1990,1,0.00013
2678,,,9,Biology,605649,29043,1990,1,0.000903
2679,,,41,Biology,17104300,14430,1965,1,0.00013
2680,,,26,Biology,NA,10249,1990,1,0.00013
2681,,,6,Technology,1097844,12162,1985,1,0.00013
2682,,,NA,Biology,NA,5387,1985,1,0.00013
2683,,,90,Biology,5310712,17369,1975,1,0.00013
2684,,,121,Biology,NA,12472,1985,1,0.00013
2685,,,NA,Biology,117937620,23647,1980,1,0.00013
2686,,,196,Biology,NA,7689,1995,1,0.00013
2687,,,38,Biology,NA,10847,1990,1,0.000409
2688,,,102,Technology,NA,1571,2000,1,0.00013
2689,,,NA,Biology,NA,25235,1975,1,0.00013
2690,,,NA,Medical,NA,7849,1985,1,0.000422
2691,,,23,Biology,NA,2696,2000,1,0.00013
2692,,,8,Biology,14224,3695,1990,1,0.00013
2693,,,70,Medical,NA,8044,1975,1,0.00013
2694,,,159,Biology,11698027,30008,1985,1,0.00013
2695,,,99,Biology,NA,54189,1980,1,0.000501
2696,,,56,Medical,NA,9447,1980,1,0.00013
2697,,,9,Medical,NA,3510,1995,1,0.00013
2698,,,NA,Medical,NA,6671,1990,1,0.000331
2699,,,99,Biology,3582194,11547,1990,1,0.00013
2700,,,51,Biology,14348818,7765,1995,1,0.00013
2701,,,NA,Biology,495918,4201,1975,1,0.00013
2702,,,26,Biology,3810627,4101,1980,0,0.00013
2703,,,NA,Biology,10002345,20279,1975,1,0.00013
2704,,,NA,Medical,NA,5918,1975,1,0.00013
2705,,,6,Biology,NA,12862,1970,1,0.00013
2706,,,NA,Biology,NA,18859,1980,1,0.00013
2707,,,13,Biology,NA,7559,1985,1,0.00013
2708,,,9,Medical,9241538,22840,1995,1,0.00013
2709,,,146,Biology,63634246,21370,1980,1,0.00013
2710,,,NA,Biology,24861745,20488,1970,1,0.000331
2711,,,NA,Medical,NA,2400,2000,1,0.00013
2712,,,NA,Biology,NA,20714,1980,1,0.00013
2713,,,6,Medical,NA,5580,1980,1,0.00013
2714,,,39,Biology,409164,26141,1975,1,0.000414
2715,,,27,Medical,NA,15608,1980,1,0.00013
2716,,,NA,Technology,NA,2591,1995,1,0.00013
2717,,,NA,Biology,NA,23289,1970,1,0.00013
2718,,,NA,Biology,NA,17780,1970,1,0.000409
2719,,,26,Biology,NA,728,1995,0,0.00013
2720,,,NA,Biology,NA,13048,1985,1,0.00036
2721,,,NA,Medical,35015638,7140,1995,1,0.00013
2722,,,NA,Biology,1956347,8913,1985,1,0.000414
2723,,,24,Medical,NA,14250,1985,1,0.00013
2724,,,NA,Biology,NA,2558,1995,1,0.00013
2725,,,73,Biology,NA,6699,1990,1,0.00013
2726,,,19,Medical,13878198,19618,1965,1,0.00013
2727,,,38,Medical,4023973,23512,1985,1,0.000409
2728,,,NA,Biology,NA,1823,1980,1,0.00013
2729,,,12,Medical,1016178,3900,1975,1,0.00013
2730,,,NA,Biology,NA,4107,1990,1,0.00013
2731,,,NA,Biology,NA,3187,1995,1,0.000318
2732,,,NA,Biology,NA,23337,1970,0,0.00013
2733,,,NA,Medical,NA,3339,1995,1,0.00013
2734,,,NA,Biology,1619994,3814,1990,1,0.00013
2735,,,48,Biology,NA,14738,1995,1,0.00013
2736,,,NA,Medical,NA,4961,1970,1,0.00013
2737,,,26,Biology,NA,41964,1975,1,0.00013
2738,,,NA,Biology,12010484,16074,1965,1,0.00013
2739,,,NA,Biology,NA,4843,1970,1,0.00013
2740,,,NA,Medical,2329659,2657,1995,1,0.00013
2741,,,NA,Biology,2409157,7109,1980,1,0.00013
2742,,,7,Biology,4359192,5723,1980,1,0.00013
2743,,,NA,Biology,NA,15513,1980,1,0.00013
2744,,,136,Biology,NA,8167,1980,1,0.00013
2745,,,156,Biology,NA,11251,1975,1,0.00013
2746,,,23,Medical,1352439,3353,2000,1,0.000599
2747,,,1,Biology,1819880,31060,1980,1,0.00013
2748,,,NA,Medical,7107988,6959,1995,1,0.00013
2749,,,NA,Biology,NA,53060,1965,1,0.000409
2750,,,43,Medical,1241853,16801,1990,1,0.00013
2751,,,NA,Biology,NA,3569,1985,1,0.000445
2752,,,112,Biology,144062,22368,1960,1,0.00013
2753,,,NA,Medical,NA,22747,1980,1,0.00013
2754,,,52,Technology,12823569,7596,1995,1,0.00013
2755,,,3,Medical,1002517,14854,1970,1,0.00013
2756,,,16,Biology,NA,49834,1980,1,0.00013
2757,,,318,Biology,7336,13178,1965,1,0.00013
2758,,,NA,Biology,NA,647,1995,1,0.00013
2759,,,NA,Medical,548066,35212,1970,1,0.000379
2760,,,NA,Medical,11907809,43889,1970,1,0.00013
2761,,,NA,Medical,NA,21079,1985,1,0.00013
2762,,,NA,Biology,NA,38818,1965,1,0.00013
2763,,,24,Medical,NA,4668,1995,1,0.00013
2764,,,NA,Biology,NA,5919,1975,1,0.00013
2765,,,NA,Medical,452704,4618,1975,1,0.00013
2766,,,NA,Biology,NA,2703,1980,1,0.00013
2767,,,22,Medical,NA,2417,2000,1,0.00013
2768,,,27,Medical,NA,12822,1975,1,0.00013
2769,,,84,Medical,NA,16163,1975,1,0.00013
2770,,,NA,Biology,NA,24787,1980,1,0.00013
2771,,,9,Biology,NA,805,2005,1,0.00013
2772,,,131,Biology,NA,6933,1990,1,0.000331
2773,,,NA,Biology,NA,15075,1970,1,0.00013
2774,,,13,Biology,2206261,3445,1995,1,0.00013
2775,,,23,Biology,65725,18753,1990,1,0.00013
2776,,,NA,Biology,33426786,33598,1990,1,0.000318
2777,,,NA,Biology,NA,872,1995,1,0.00013
2778,,,NA,Biology,5736953,10622,1985,1,0.00013
2779,,,3,Biology,NA,3653,1995,1,0.00013
2780,,,26,Biology,765778,4247,1990,1,0.00013
2781,,,43,Medical,NA,3810,1990,1,0.00013
2782,,,43,Medical,105844975,44179,1975,1,0.00013
2783,,,NA,Medical,NA,2532,2000,1,0.00013
2784,,,11,Biology,565602,39019,1975,1,0.00013
2785,,,NA,Biology,1568216,3889,2000,1,0.000331
2786,,,NA,Biology,NA,8492,1985,1,0.00013
2787,,,142,Biology,379898,1174,1995,0,0.00013
2788,,,NA,Medical,34856985,42066,1990,1,0.000399
2789,,,NA,Biology,NA,8799,1970,0,0.000409
2790,,,NA,Medical,NA,1021,2000,1,0.00013
2791,,,150,Biology,1656021,5769,1970,1,0.00013
2792,,,NA,Medical,NA,3730,1980,1,0.00013
2793,,,NA,Biology,NA,290,2000,0,0.000445
2794,,,NA,Biology,NA,8969,1995,1,0.000409
2795,,,9,Biology,NA,1559,2000,1,0.00013
2796,,,38,Medical,17434290,20465,1975,1,0.00013
2797,,,7,Biology,4236492,5529,1980,1,0.00013
2798,,,NA,Biology,NA,48607,1980,1,0.00013
2799,,,60,Biology,NA,12501,2000,1,0.000539
2800,,,NA,Medical,643781,6254,1975,1,0.00013
2801,,,NA,Biology,22536597,20580,1975,1,0.000605
2802,,,30,Medical,NA,804,2000,1,0.004259
2803,,,NA,Biology,6628878,20943,1980,1,0.00013
2804,,,NA,Biology,4208105,3819,1995,0,0.000864
2805,,,2,Medical,461576,3527,2000,1,0.00013
2806,,,NA,Biology,NA,1293,2000,1,0.00013
2807,,,45,Biology,531767,54472,1975,1,0.00013
2808,,,38,Biology,561776,7099,1980,1,0.00013
2809,,,2,Biology,24560,6101,1990,1,0.00013
2810,,,93,Biology,NA,6494,1995,1,0.00013
2811,,,NA,Biology,1772658,12055,1970,0,0.00013
2812,,,38,Biology,NA,20502,1980,1,0.00013
2813,,,30,Medical,NA,2536,2000,1,0.00013
2814,,,13,Medical,NA,28195,1970,1,0.00013
2815,,,22,Biology,563749,43565,1980,1,0.000769
2816,,,26,Medical,NA,7182,1985,1,0.000482
2817,,,NA,Medical,NA,3018,1990,1,0.00013
2818,,,NA,Biology,530197,2605,1990,0,0.00013
2819,,,NA,Biology,NA,1802,1995,1,0.00013
2820,,,99,Biology,NA,552,2000,1,0.00013
2821,,,NA,Biology,NA,1945,1995,1,0.00013
2822,,,NA,Biology,NA,25778,1975,1,0.00013
2823,,,NA,Biology,NA,2738,1995,1,0.00013
2824,,,NA,Biology,3279530,3512,1995,1,0.000372
2825,,,NA,Medical,NA,20743,1990,1,0.00013
2826,,,52,Medical,NA,15050,1995,1,0.00013
2827,,,36,Medical,NA,60298,1975,1,0.000409
2828,,,NA,Biology,NA,35443,1975,1,0.000409
2829,,,8,Biology,NA,40249,1970,1,0.000331
2830,,,8,Biology,NA,38943,1970,1,0.000331
2831,,,NA,Biology,13256486,53914,1980,1,0.00013
2832,,,24,Medical,NA,3605,1980,1,0.00013
2833,,,13,Medical,NA,2770,2005,1,0.00013
2834,,,1,Medical,NA,3239,1990,1,0.00013
2835,,,3,Medical,NA,2100,2000,1,0.00013
2836,,,NA,Biology,18036192,3813,2000,1,0.00013
2837,,,NA,Biology,NA,19823,1970,1,0.00013
2838,,,8,Biology,1324667,11559,1995,1,0.00013
2839,,,2,Biology,NA,21861,1960,1,0.00013
2840,,,NA,Biology,NA,4840,1995,1,0.00013
2841,,,6,Biology,NA,3961,2000,0,0.00013
2842,,,2,Medical,NA,19212,1980,1,0.000409
2843,,,NA,Biology,NA,14332,1985,1,0.00013
2844,,,196,Biology,NA,6435,1975,1,0.00013
2845,,,NA,Medical,NA,8913,1980,1,0.00013
2846,,,NA,Biology,644176,12033,1980,1,0.000409
2847,,,3,Medical,NA,1084,2005,0,0.00013
2848,,,24,Medical,NA,9043,1975,1,0.00013
2849,,,27,Biology,717492,786,2010,1,0.000372
2850,,,43,Medical,NA,15996,1960,0,0.00013
2851,,,1,Technology,189656,2828,1995,1,0.00013
2852,,,146,Biology,NA,9526,1965,1,0.00013
2853,,,172,Biology,NA,21063,1975,1,0.00013
2854,,,NA,Biology,NA,8175,1970,1,0.000507
2855,,,NA,Biology,NA,8551,1975,1,0.00013
2856,,,6,Biology,NA,719,2005,1,0.00013
2857,,,8,Medical,NA,3659,2000,1,0.000361
2858,,,3,Medical,1627247,15569,2000,1,0.000494
2859,,,111,Biology,NA,3099,1985,1,0.00013
2860,,,NA,Biology,NA,1219,1990,1,0.00013
2861,,,60,Biology,NA,7669,1980,1,0.000409
2862,,,NA,Medical,NA,5548,1970,0,0.00013
2863,,,64,Technology,NA,13209,1970,1,0.00013
2864,,,111,Biology,13792631,10067,1975,1,0.000671
2865,,,38,Medical,2090397,13966,1985,1,0.00013
2866,,,47,Biology,1631281,6380,1990,1,0.000503
2867,,,34,Medical,NA,16210,1970,1,0.00013
2868,,,27,Medical,6031736,5084,1995,1,0.00013
2869,,,43,Medical,NA,4196,1990,1,0.00013
2870,,,16,Biology,12670230,1905,2000,1,0.00013
2871,,,142,Biology,2204112,9644,1985,1,0.00013
2872,,,21,Medical,1121267,78699,1990,1,0.001762
2873,,,26,Biology,492395,33147,1965,1,0.00013
2874,,,178,Biology,607850,3338,1980,1,0.00013
2875,,,38,Medical,NA,3655,1985,1,0.00013
2876,,,105,Medical,23288,34396,1965,1,0.00013
2877,,,9,Medical,386876,6348,1985,1,0.00013
2878,,,NA,Medical,1039327,2751,2000,1,0.00013
2879,,,96,Biology,5288461,25841,1975,1,0.00013
2880,,,NA,Biology,NA,8429,1990,1,0.00013
2881,,,6,Biology,NA,3266,1985,1,0.00013
2882,,,NA,Medical,NA,19355,1975,1,0.00013
2883,,,NA,Biology,2344325,9561,1985,1,0.00013
2884,,,NA,Biology,NA,1161,1990,1,0.00013
2885,,,NA,Medical,1695784,10967,1995,1,0.00013
2886,,,123,Biology,NA,1670,2000,1,0.00013
2887,,,98,Biology,839696,9704,1995,1,0.00013
2888,,,NA,Technology,NA,2439,1990,1,0.00013
2889,,,78,Medical,NA,3252,1965,1,0.00013
2890,,,NA,Biology,NA,9029,1985,1,0.00013
2891,,,52,Medical,NA,5474,1985,1,0.000409
2892,,,69,Biology,NA,11357,1980,1,0.00013
2893,,,NA,Medical,NA,2014,2000,1,0.00013
2894,,,38,Biology,504965,7721,1975,1,0.00013
2895,,,22,Medical,17320031,5967,1980,1,0.00013
2896,,,70,Medical,NA,18489,1985,1,0.00013
2897,,,210,Biology,1993680,41030,1965,1,0.000399
2898,,,NA,Medical,NA,19300,1980,1,0.00013
2899,,,78,Medical,NA,2878,1990,1,0.00013
2900,,,6,Biology,NA,39042,1980,1,0.00013
2901,,,26,Biology,NA,3338,1990,1,0.00013
2902,,,NA,Biology,NA,45019,1980,1,0.000409
2903,,,NA,Medical,1332171,15628,1980,1,0.00013
2904,,,112,Biology,NA,1890,1995,0,0.00013
2905,,,NA,Medical,22239257,10213,1995,1,0.000414
2906,,,16,Medical,NA,5497,1990,1,0.000337
2907,,,NA,Biology,27521,14782,1975,1,0.00013
2908,,,NA,Biology,12600578,2264,2000,0,0.00013
2909,,,43,Medical,NA,4102,1995,1,0.00013
2910,,,3,Medical,NA,24127,1980,1,0.00013
2911,,,24,Medical,355980,3234,2000,1,0.000601
2912,,,19,Medical,NA,14355,1980,1,0.000305
2913,,,9,Medical,3686000,5776,1995,1,0.000453
2914,,,NA,Biology,NA,6441,1995,1,0.000409
2915,,,60,Medical,4869229,1778,1980,1,0.00013
2916,,,NA,Biology,NA,8566,1970,1,0.00013
2917,,,NA,Biology,NA,4461,1995,1,0.00013
2918,,,24,Medical,9979499,5681,1995,1,0.00013
2919,,,13,Medical,561716,10198,1970,1,0.00013
2920,,,27,Biology,NA,662,2005,1,0.00013
2921,,,6,Medical,NA,9614,1985,1,0.00013
2922,,,1,Biology,286462,4707,2000,1,0.00013
2923,,,NA,Medical,NA,15715,2000,1,0.000299
2924,,,23,Biology,10128,14093,1985,1,0.000666
2925,,,38,Biology,NA,25920,1980,1,0.000556
2926,,,65,Medical,NA,2052,1990,1,0.00013
2927,,,NA,Medical,NA,8157,1985,1,0.00013
2928,,,33,Biology,NA,4534,1975,1,0.002423
2929,,,NA,Medical,4677294,7698,1990,1,0.00013
2930,,,NA,Medical,NA,5752,1990,1,0.00013
2931,,,99,Biology,NA,1064,2005,0,0.00013
2932,,,169,Biology,709538,5314,1980,1,0.000337
2933,,,38,Medical,NA,37292,1965,1,0.00013
2934,,,210,Biology,NA,1021,1980,1,0.00013
2935,,,38,Medical,2642617,3637,1995,1,0.00013
2936,,,NA,Biology,NA,4197,1985,0,0.00013
2937,,,45,Biology,906005,4751,1990,1,0.00013
2938,,,25,Medical,396344,16986,1970,1,0.00013
2939,,,NA,Biology,254820,23427,1985,0,0.00013
2940,,,16,Medical,NA,13948,1985,1,0.000671
2941,,,98,Biology,113202,19027,1985,1,0.00013
2942,,,NA,Biology,NA,25023,1980,1,0.00013
2943,,,16,Medical,1339724,10776,2000,1,0.000859
2944,,,16,Medical,NA,3101,2000,1,0.00013
2945,,,36,Medical,NA,5842,1965,1,0.00013
2946,,,NA,Biology,43140778,45065,1980,1,0.000607
2947,,,212,Biology,710142,892,1980,1,0.00013
2948,,,NA,Medical,1196165,5762,1975,1,0.00013
2949,,,9,Medical,NA,30194,1980,1,0.00013
2950,,,NA,Medical,2615828,12988,1970,1,0.00013
2951,,,8,Biology,NA,26751,1970,1,0.00013
2952,,,6,Biology,49046433,103454,1970,1,0.000696
2953,,,6,Biology,53870977,23810,1965,1,0.00013
2954,,,NA,Medical,NA,1239,1970,0,0.00013
2955,,,NA,Biology,NA,4434,1995,1,0.00013
2956,,,7,Biology,8278502,73561,1975,1,0.000696
2957,,,NA,Medical,1710218,49447,1975,1,0.00013
2958,,,NA,Medical,NA,23813,1985,1,0.032476
2959,,,NA,Medical,NA,19862,1990,1,0.00013
2960,,,45,Biology,NA,12679,1980,1,0.00013
2961,,,8,Medical,2524356,3086,1995,1,0.00013
2962,,,NA,Biology,NA,4103,1995,1,0.000372
2963,,,NA,Biology,8545175,4654,1995,1,0.00013
2964,,,NA,Biology,NA,10796,1980,1,0.00013
2965,,,13,Medical,397854,104323,1965,1,0.000325
2966,,,13,Medical,2028653,14142,1965,1,0.00013
2967,,,219,Biology,NA,15832,1975,1,0.00013
2968,,,1,Biology,620132,19960,1975,1,0.000409
2969,,,NA,Biology,NA,12875,1975,1,0.00013
2970,,,NA,Biology,1281072,15342,1980,0,0.00013
2971,,,178,Biology,15908685,2949,2000,1,0.00013
2972,,,2,Medical,2469788,4149,1995,1,0.000409
2973,,,NA,Biology,2729974,12664,1995,1,0.00013
2974,,,62,Biology,2215421,17354,1975,1,0.00013
2975,,,NA,Medical,NA,6008,1995,1,0.000367
2976,,,12,Biology,1554742,6578,1990,1,0.000507
2977,,,NA,Medical,NA,15999,1985,1,0.00013
2978,,,41,Biology,5969568,3862,1960,1,0.00013
2979,,,60,Medical,NA,6057,2000,1,0.000409
2980,,,NA,Biology,725236,5037,1990,1,0.00013
2981,,,NA,Medical,3395756,52406,1980,1,0.000409
2982,,,16,Medical,23092857,23846,1990,1,0.00013
2983,,,6,Biology,NA,7793,1975,1,0.00013
2984,,,NA,Biology,46177346,37000,1970,1,0.000696
2985,,,NA,Biology,NA,2464,2000,1,0.00013
2986,,,27,Biology,4092786,8579,1975,1,0.00013
2987,,,12,Medical,167501,30695,1975,1,0.00013
2988,,,21,Medical,10382884,11844,1980,1,0.000325
2989,,,NA,Medical,NA,18456,1985,1,0.00013
2990,,,99,Biology,1008912,3847,1995,1,0.00013
2991,,,2,Medical,NA,7983,1995,1,0.00013
2992,,,NA,Medical,NA,2175,2000,1,0.00013
2993,,,NA,Medical,NA,2372,1990,1,0.00013
2994,,,NA,Medical,NA,19280,1980,1,0.00036
2995,,,178,Biology,NA,8972,1970,1,0.00013
2996,,,NA,Medical,NA,4338,1995,1,0.00013
2997,,,8,Biology,28374167,33119,1975,1,0.000715
2998,,,NA,Biology,NA,6759,1965,0,0.00013
2999,,,NA,Biology,NA,33841,1975,1,0.00013
3000,,,111,Technology,697092,598,2000,0,0.00013
3001,,,NA,Biology,NA,3875,2000,1,0.00013
3002,,,NA,Medical,NA,11365,1965,1,0.00013
3003,,,NA,Biology,NA,10402,1985,1,0.000409
3004,,,NA,Medical,413909,4669,2000,1,0.00013
3005,,,98,Biology,1613443,2605,2000,1,0.00013
3006,,,19,Medical,NA,3824,1970,1,0.00013
3007,,,56,Medical,NA,368,2000,1,0.00013
3008,,,65,Biology,NA,3317,1995,1,0.000666
3009,,,13,Medical,3096918,2314,1985,1,0.00013
3010,,,NA,Medical,NA,16658,1980,1,0.000379
3011,,,NA,Medical,1678684,70078,1980,1,0.00013
3012,,,9,Biology,470878,18042,1985,1,0.00013
3013,,,3,Biology,3062300,4230,1990,1,0.00013
3014,,,NA,Biology,7758436,6815,1965,1,0.00013
3015,,,NA,Biology,NA,9078,1970,1,0.00013
3016,,,NA,Biology,NA,8341,2005,1,0.00013
3017,,,39,Biology,178625,2964,1995,1,0.00013
3018,,,NA,Biology,NA,6606,1995,1,0.00013
3019,,,72,Medical,1511405,3569,2000,1,0.00013
3020,,,3,Medical,32683778,6829,1985,1,0.00013
3021,,,27,Medical,NA,3870,1995,1,0.00013
3022,,,NA,Biology,21201463,5814,1995,1,0.00013
3023,,,NA,Biology,NA,14772,1985,1,0.00013
3024,,,NA,Medical,14733530,7971,1970,1,0.00013
3025,,,90,Biology,NA,33443,1985,1,0.00013
3026,,,NA,Biology,NA,6070,1990,1,0.00013
3027,,,NA,Biology,533864,14435,1985,1,0.00013
3028,,,NA,Medical,NA,631,2000,1,0.00013
3029,,,22,Medical,NA,6902,1980,1,0.00013
3030,,,55,Biology,NA,157655,1970,1,0.000459
3031,,,NA,Medical,NA,2413,2000,1,0.000482
3032,,,52,Medical,271530,3149,1985,1,0.00013
3033,,,16,Medical,NA,12965,1980,1,0.00013
3034,,,NA,Medical,NA,2167,1980,1,0.00013
3035,,,3,Biology,33795998,35876,1990,1,0.000372
3036,,,NA,Biology,NA,4459,1975,0,0.00013
3037,,,NA,Biology,208259,9036,1985,1,0.00013
3038,,,NA,Biology,869386,58941,1970,1,0.00013
3039,,,16,Medical,NA,4793,1990,1,0.00013
3040,,,13,Medical,NA,25256,1975,1,0.00013
3041,,,38,Biology,1229278,44166,1970,1,0.000696
3042,,,18,Biology,NA,3338,1995,1,0.00013
3043,,,NA,Biology,NA,17020,1970,1,0.00013
3044,,,16,Medical,9891281,31691,1985,1,0.00013
3045,,,NA,Medical,2656141,6609,1980,1,0.00013
3046,,,89,Technology,1918196,7787,1995,1,0.000459
3047,,,NA,Biology,1245290,5189,1975,1,0.00013
3048,,,NA,Biology,NA,913,2000,0,0.00013
3049,,,NA,Medical,NA,5807,1990,1,0.00013
3050,,,NA,Biology,NA,10572,1995,1,0.00013
3051,,,3,Medical,691958,3724,2000,1,0.00013
3052,,,148,Biology,NA,3789,1995,0,0.00013
3053,,,1,Biology,NA,14253,1990,1,0.000409
3054,,,9,Medical,501216,572,1990,1,0.00013
3055,,,NA,Biology,NA,4950,1995,1,0.00013
3056,,,22,Medical,514197,16360,1980,1,0.000414
3057,,,54,Biology,112820,35926,1980,1,0.000422
3058,,,NA,Biology,NA,1655,2000,1,0.00013
3059,,,6,Medical,3080626,14749,1975,1,0.00013
3060,,,NA,Biology,NA,17345,1980,1,0.00013
3061,,,60,Medical,15053366,13326,1970,1,0.00013
3062,,,45,Medical,2393601,1488,2000,1,0.00013
3063,,,48,Medical,NA,2691,1990,1,0.00013
3064,,,112,Biology,NA,9507,1970,1,0.00013
3065,,,121,Biology,NA,14150,1995,1,0.001061
3066,,,20,Technology,521095,7574,1985,1,0.00013
3067,,,NA,Biology,239611,32055,1980,1,0.00013
3068,,,NA,Biology,514739,6083,2000,1,0.00013
3069,,,65,Medical,NA,1316,2000,1,0.00013
3070,,,NA,Biology,54070220,16268,1970,1,0.000348
3071,,,NA,Medical,1468803,36587,1980,1,0.00013
3072,,,146,Biology,806622,1670,1995,1,0.00013
