"Id","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"736","Biology",NA,468,"2010",1
"737","Biology",1451359,14275,"2010",1
"738","Biology",NA,836,"2010",1
"739","Biology",NA,1428,"2005",0
"740","Medical",NA,767,"2005",1
"741","Biology",NA,1829,"2010",1
"742","Biology",NA,222,"2010",0
"743","Biology",NA,309,"2010",1
"744","Medical",NA,838,"2000",1
"745","Biology",NA,976,"2010",0
"746","Medical",292129,621,"2010",0
"747","Medical",NA,551,"2010",1
"748","Biology",NA,2406,"1985",1
"749","Medical",NA,335,"2010",1
"750","Biology",NA,299,"2010",1
"751","Biology",NA,137,"2010",0
"752","Biology",NA,500,"2005",0
"753","Medical",NA,1282,"2005",1
"754","Biology",NA,526,"2010",0
"755","Biology",NA,303,"2010",1
"756","Biology",NA,2921,"2010",1
"757","Biology",NA,3465,"1995",1
"758","Biology",NA,1399,"2010",1
"759","Biology",NA,445,"2010",0
"760","Medical",NA,542,"2010",1
"761","Medical",NA,4663,"1995",1
"762","Biology",NA,2766,"1975",0
"763","Medical",NA,687,"2005",1
"764","Medical",NA,1513,"2005",1
"765","Medical",NA,1570,"1980",1
"766","Biology",NA,4029,"1990",1
"767","Technology",NA,2590,"2000",1
"768","Medical",NA,3154,"1985",0
"769","Biology",NA,736,"2005",0
"770","Medical",NA,263,"2010",1
"771","Medical",NA,693,"2005",1
"772","Biology",NA,3312,"2005",1
"773","Biology",NA,5273,"1985",1
"774","Biology",NA,1308,"1990",1
"775","Medical",NA,5184,"1970",0
"776","Biology",NA,222,"2010",0
"777","Medical",1998580,725,"2010",1
"778","Biology",NA,280,"2010",1
"779","Biology",NA,345,"1980",1
"780","Biology",21531,1194,"2010",1
"781","Medical",NA,1228,"2010",0
"782","Biology",NA,324,"2005",1
"783","Medical",NA,371,"2010",1
"784","Biology",NA,667,"2010",1
"785","Biology",NA,2166,"2010",1
"786","Biology",NA,602,"2010",1
"787","Biology",NA,308,"2010",1
"788","Biology",NA,428,"2005",1
"789","Biology",NA,5346,"2000",1
"790","Biology",2215710,781,"2010",1
"791","Biology",NA,578,"2005",1
"792","Medical",NA,3821,"2005",1
"793","Biology",NA,1820,"2005",0
"794","Biology",NA,2013,"2010",1
"795","Medical",NA,667,"2010",0
"796","Biology",NA,1877,"2010",1
"797","Biology",519520,1794,"1995",1
"798","Biology",NA,977,"2010",1
"799","Medical",NA,817,"2010",1
"800","Biology",NA,365,"2010",0
"801","Biology",NA,747,"2005",1
"802","Biology",NA,876,"2010",1
"803","Biology",NA,416,"2010",0
"804","Biology",NA,274,"2010",0
"805","Medical",NA,378,"2010",1
"806","Biology",NA,211,"2010",0
"807","Medical",NA,1789,"2010",1
"808","Biology",NA,705,"2010",1
"809","Medical",4778361,24002,"1985",1
"810","Biology",NA,171,"2010",1
"811","Medical",NA,2980,"2010",1
"812","Biology",NA,368,"2010",0
"813","Biology",21531,607,"2010",1
"814","Biology",NA,784,"2010",1
"815","Biology",2390012,572,"2010",1
"816","Medical",NA,848,"2010",1
"817","Biology",NA,1368,"2010",1
"818","Biology",NA,163,"2010",0
"819","Medical",NA,162,"2010",1
"820","Medical",NA,1132,"2010",1
"821","Biology",6529510,13706,"1980",1
"822","Medical",NA,581,"2010",1
"823","Biology",222484,702,"2010",1
"824","Medical",NA,1721,"2000",1
"825","Biology",NA,814,"2010",0
"826","Medical",NA,3195,"1995",1
"827","Medical",NA,224,"2010",1
"828","Biology",NA,420,"2010",1
"829","Biology",NA,480,"2010",1
"830","Biology",NA,437,"2010",0
"831","Biology",NA,12588,"1995",1
"832","Technology",NA,237,"2010",1
"833","Biology",NA,5502,"1990",1
"834","Biology",NA,1054,"2010",1
"835","Medical",NA,255,"2010",1
"836","Biology",NA,7541,"1975",1
"837","Medical",NA,7308,"1995",1
"838","Biology",2533492,1536,"2005",1
"839","Biology",NA,9010,"1995",1
"840","Biology",9907936,33560,"1980",1
"841","Biology",NA,18225,"1985",1
"842","Biology",6749163,12478,"1990",0
"843","Technology",8780912,25563,"1965",1
"844","Biology",NA,12881,"1990",1
"845","Biology",NA,13811,"1990",1
"846","Biology",NA,670,"2005",1
"847","Biology",NA,7247,"1990",1
"848","Biology",NA,3284,"1980",1
"849","Biology",NA,514,"1995",0
"850","Biology",NA,446,"2010",1
"851","Medical",2833679,7101,"1995",1
"852","Biology",NA,339,"2005",1
"853","Biology",8586,1918,"2010",1
"854","Biology",NA,111,"2010",1
"855","Biology",NA,302,"2010",0
"856","Biology",27533495,12198,"1985",0
"857","Medical",NA,14193,"1985",1
"858","Medical",NA,912,"1995",0
"859","Medical",NA,4068,"1985",1
"860","Biology",NA,910,"2010",0
"861","Biology",NA,625,"2010",0
"862","Biology",NA,1202,"2010",1
"863","Biology",NA,2213,"1995",1
"864","Biology",NA,2669,"2000",1
"865","Medical",NA,6918,"1980",1
"866","Medical",NA,9580,"1985",1
"867","Medical",NA,2097,"1985",1
"868","Biology",NA,170,"2010",0
"869","Medical",NA,664,"2005",1
"870","Medical",NA,641,"2005",1
"871","Medical",NA,158,"2010",1
"872","Biology",NA,836,"2010",0
"873","Medical",936033,9794,"1980",1
"874","Biology",NA,795,"2010",0
"875","Medical",NA,223,"2005",1
"876","Biology",NA,288,"2010",0
"877","Biology",NA,1448,"2010",0
"878","Medical",NA,4001,"1985",1
"879","Biology",NA,204,"2010",1
"880","Medical",16677246,1915,"2005",1
"881","Medical",NA,24536,"1975",1
"882","Biology",NA,2099,"2000",1
"883","Biology",NA,15455,"1980",1
"884","Medical",NA,6201,"1995",1
"885","Biology",NA,12793,"1985",1
"886","Medical",NA,1187,"2000",1
"887","Medical",NA,3163,"2000",1
"888","Biology",NA,574,"2005",1
"889","Biology",NA,296,"2005",1
"890","Biology",NA,1122,"1975",0
"891","Medical",NA,4283,"1990",1
"892","Medical",NA,8310,"1975",1
"893","Biology",NA,6188,"2000",1
"894","Biology",NA,2238,"2005",0
"895","Medical",NA,250,"2010",1
"896","Biology",NA,69011,"1975",1
"897","Biology",NA,344,"2005",0
"898","Medical",NA,4409,"1995",0
"899","Medical",NA,1651,"2010",1
"900","Biology",NA,2161,"1995",1
"901","Medical",3223043,9707,"1995",1
"902","Medical",9615735,2563,"1995",1
"903","Biology",97782,1837,"2000",1
"904","Biology",NA,9979,"2000",0
"905","Biology",583735,1185,"2005",0
"906","Biology",NA,267,"2010",0
"907","Medical",NA,592,"2010",1
"908","Biology",NA,506,"2010",1
"909","Biology",212297,14571,"1965",1
"910","Biology",47095,4797,"1995",1
"911","Medical",NA,15066,"1985",1
"912","Biology",3012509,2409,"1995",1
"913","Biology",NA,17003,"1985",1
"914","Biology",NA,293,"2010",1
"915","Biology",68110638,8784,"1985",1
"916","Biology",NA,54277,"1970",1
"917","Biology",NA,360,"2010",0
"918","Medical",NA,4619,"1990",1
"919","Medical",NA,361,"2005",0
"920","Biology",NA,893,"2005",1
"921","Medical",50658981,23464,"2005",1
"922","Medical",NA,2166,"1990",0
"923","Medical",NA,7944,"1980",0
"924","Medical",NA,5432,"1975",1
"925","Biology",NA,3256,"1990",1
"926","Biology",NA,277,"2010",1
"927","Biology",NA,1733,"2010",1
"928","Biology",NA,161,"2010",1
"929","Biology",NA,11378,"1985",0
"930","Biology",NA,2674,"1995",0
"931","Biology",20120270,549,"1985",1
"932","Biology",NA,7747,"2000",1
"933","Biology",NA,5310,"1995",1
"934","Biology",NA,3468,"1990",1
"935","Medical",NA,5990,"1990",1
"936","Medical",NA,415,"2010",1
"937","Biology",246346,1627,"1970",1
"938","Medical",12554488,7132,"1980",1
"939","Medical",NA,4681,"1990",1
"940","Biology",61705,3283,"2005",1
"941","Medical",NA,3048,"2000",1
"942","Biology",NA,264,"2005",0
"943","Biology",NA,151,"2005",1
"944","Biology",NA,10458,"1995",1
"945","Biology",1845567,3093,"1980",1
"946","Biology",NA,3153,"1995",1
"947","Biology",NA,746,"2010",1
"948","Medical",NA,3307,"1980",1
"949","Biology",NA,6692,"1990",1
"950","Biology",NA,248,"2010",0
"951","Biology",NA,1185,"2005",1
"952","Medical",NA,9811,"1970",1
"953","Biology",NA,23896,"1985",1
"954","Biology",NA,20281,"1990",1
"955","Biology",NA,863,"2010",1
"956","Biology",2842309,2706,"1995",1
"957","Biology",NA,124,"2010",1
"958","Medical",NA,8930,"1985",1
"959","Biology",NA,45281,"1970",1
"960","Biology",NA,113702,"1970",1
"961","Biology",NA,781,"2005",1
"962","Medical",NA,643,"2010",1
"963","Biology",NA,5108,"1990",1
"964","Medical",NA,7841,"1990",1
"965","Biology",NA,648,"2000",0
"966","Medical",NA,956,"2000",1
"967","Medical",NA,1228,"1990",1
"968","Biology",NA,5100,"1990",1
"969","Biology",NA,4917,"1995",1
"970","Medical",NA,3083,"1995",1
"971","Biology",NA,740,"1995",1
"972","Biology",NA,271,"2010",0
"973","Biology",NA,2754,"2000",1
"974","Medical",NA,1093,"2000",1
"975","Medical",NA,1565,"2000",1
"976","Medical",NA,4793,"1995",1
"977","Biology",NA,4893,"1985",1
"978","Biology",500744,1622,"2000",1
"979","Technology",NA,1784,"2005",1
"980","Medical",178495,1598,"1995",1
"981","Biology",NA,1147,"2005",1
"982","Biology",NA,2176,"2000",1
"983","Biology",NA,3052,"1990",1
"984","Biology",NA,3111,"1995",0
"985","Biology",NA,8458,"1985",1
"986","Biology",NA,1774,"1990",1
"987","Medical",NA,1369,"1995",1
"988","Medical",NA,1651,"2000",1
"989","Biology",NA,1594,"1995",0
"990","Biology",NA,1601,"2000",1
"991","Biology",NA,3601,"2000",1
"992","Biology",NA,3208,"1990",1
"993","Medical",NA,2838,"1985",1
"994","Biology",NA,2310,"1995",1
"995","Biology",NA,47867,"1975",1
"996","Biology",NA,3563,"1995",1
"997","Biology",NA,4937,"1995",1
"998","Medical",NA,386,"2010",0
"999","Biology",NA,1870,"1995",1
"1000","Medical",1341908,10289,"1990",1
"1001","Biology",NA,1812,"1995",1
"1002","Biology",NA,2374,"2010",1
"1003","Biology",NA,4407,"1995",1
"1004","Biology",NA,287,"2010",1
"1005","Medical",22900468,6495,"1980",1
"1006","Biology",NA,1556,"1990",0
"1007","Biology",NA,2954,"1985",1
"1008","Biology",NA,3065,"1990",1
"1009","Biology",NA,610,"2010",1
"1010","Technology",NA,7287,"1995",1
"1011","Biology",NA,653,"2000",1
"1012","Biology",NA,26879,"1990",1
"1013","Biology",NA,7638,"2000",1
"1014","Biology",13035877,253,"2010",0
"1015","Biology",NA,32354,"1965",1
"1016","Biology",NA,24338,"1970",1
"1017","Biology",NA,5215,"1995",0
"1018","Biology",NA,7824,"1980",1
"1019","Biology",NA,11084,"1990",1
"1020","Biology",NA,610,"2010",1
"1021","Biology",NA,4689,"1990",1
"1022","Medical",NA,829,"1995",1
"1023","Biology",NA,140,"2010",1
"1024","Biology",2298894,149,"2010",1
"1025","Medical",NA,2406,"1995",1
"1026","Biology",NA,228,"2010",0
"1027","Biology",33841182,1691,"1985",1
"1028","Medical",NA,9952,"1985",1
"1029","Medical",NA,4393,"1995",1
"1030","Medical",NA,2957,"1990",1
"1031","Medical",NA,25871,"1970",1
"1032","Biology",731904,113685,"1975",1
"1033","Biology",14814141,4747,"1975",1
"1034","Biology",312083,28397,"1980",1
"1035","Medical",NA,6378,"1990",1
"1036","Biology",NA,13135,"1980",1
"1037","Medical",NA,35161,"1975",1
"1038","Biology",248720,6043,"1995",1
"1039","Biology",4413453,1243,"2005",1
"1040","Medical",NA,1450,"2005",1
"1041","Biology",1782326,11175,"1995",1
"1042","Biology",NA,841,"2000",1
"1043","Biology",2068666,10384,"1975",1
"1044","Biology",NA,4077,"1990",1
"1045","Biology",NA,5719,"1990",1
"1046","Medical",NA,8365,"2000",1
"1047","Medical",NA,6570,"1990",1
"1048","Medical",NA,9680,"1975",1
"1049","Biology",NA,5623,"1985",1
"1050","Biology",2452376,69014,"1970",1
"1051","Biology",NA,5478,"1980",1
"1052","Biology",NA,1464,"2010",0
"1053","Biology",NA,1390,"2000",0
"1054","Biology",1886566,8083,"1990",1
"1055","Medical",NA,11467,"1975",1
"1056","Biology",NA,965,"2010",0
"1057","Medical",NA,285,"2010",1
"1058","Biology",NA,763,"2005",0
"1059","Biology",NA,349,"2005",0
"1060","Medical",NA,10397,"1970",1
"1061","Biology",NA,12787,"1990",1
"1062","Biology",NA,45702,"1975",1
"1063","Medical",NA,6427,"2005",1
"1064","Medical",NA,27005,"1975",1
"1065","Biology",NA,156,"2010",0
"1066","Medical",926800,43091,"1990",1
"1067","Medical",NA,36062,"2000",1
"1068","Biology",NA,1079,"2005",1
"1069","Medical",NA,6390,"1985",1
"1070","Biology",NA,309,"2010",1
"1071","Medical",6130732,4524,"1995",1
"1072","Biology",977617,984,"1995",1
"1073","Biology",NA,1129,"2010",1
"1074","Biology",1012656,2659,"2000",0
"1075","Biology",1007741,11948,"1970",1
"1076","Biology",1715158,4067,"2005",1
"1077","Technology",NA,82,"2010",0
"1078","Biology",14863461,18142,"1980",1
"1079","Biology",66303122,5259,"2005",1
"1080","Biology",NA,19464,"1980",1
"1081","Biology",56089632,37577,"1975",1
"1082","Biology",NA,870,"2005",1
"1083","Biology",NA,1694,"2000",1
"1084","Biology",NA,2554,"1990",1
"1085","Biology",564880,693,"2005",0
"1086","Biology",NA,4648,"1985",1
"1087","Biology",NA,3250,"2005",1
"1088","Biology",NA,10282,"1990",0
"1089","Medical",2597686,5603,"1985",1
"1090","Biology",NA,2069,"2005",0
"1091","Biology",4034150,333,"2005",1
"1092","Biology",18986529,9597,"1985",1
"1093","Medical",NA,11253,"1970",1
"1094","Medical",NA,7069,"1970",1
"1095","Biology",NA,22873,"1980",1
"1096","Medical",NA,14473,"1990",1
"1097","Biology",28810231,3812,"1980",1
"1098","Biology",1021275,2829,"1985",1
"1099","Biology",NA,8881,"1990",1
"1100","Medical",NA,83,"2015",1
"1101","Biology",NA,10527,"1995",1
"1102","Medical",26033245,41926,"1990",1
"1103","Medical",1869764,1355,"2000",1
"1104","Biology",NA,9390,"1990",1
"1105","Medical",16792851,614,"2000",1
"1106","Biology",NA,4188,"2000",0
"1107","Biology",NA,2094,"2005",1
"1108","Medical",NA,1072,"2000",1
"1109","Medical",306696,1748,"1990",1
"1110","Medical",632290,3657,"1975",1
"1111","Biology",NA,1789,"2000",1
"1112","Biology",NA,2852,"2000",1
"1113","Medical",21078167,1143,"2005",1
"1114","Biology",NA,5455,"1990",1
"1115","Medical",4664,1428,"1995",1
"1116","Biology",NA,6477,"1985",0
"1117","Biology",621135,6137,"1990",0
"1118","Medical",NA,3257,"1985",1
"1119","Biology",NA,1178,"2000",0
"1120","Medical",NA,3233,"1995",0
"1121","Biology",NA,4902,"1980",1
"1122","Medical",NA,3062,"1985",1
"1123","Medical",4365471,358,"2010",1
"1124","Biology",NA,403,"2010",0
"1125","Biology",NA,1413,"2000",1
"1126","Biology",NA,790,"2005",1
"1127","Biology",NA,3397,"2005",1
"1128","Biology",NA,73,"2010",0
"1129","Biology",NA,523,"1985",0
"1130","Medical",NA,661,"2005",1
"1131","Biology",NA,5647,"1990",1
"1132","Biology",NA,7082,"2000",0
"1133","Biology",NA,788,"2000",1
"1134","Biology",NA,99,"2010",0
"1135","Medical",NA,9931,"1985",1
"1136","Biology",NA,1399,"2000",1
"1137","Medical",NA,5633,"2000",1
"1138","Technology",NA,938,"2000",1
"1139","Medical",NA,1813,"2000",1
"1140","Biology",NA,920,"2000",1
"1141","Biology",NA,1403,"2000",1
"1142","Biology",NA,9823,"1990",1
"1143","Biology",NA,6839,"2000",1
"1144","Biology",NA,944,"2000",1
"1145","Biology",NA,2675,"2000",1
"1146","Medical",1673061,1200,"2000",1
"1147","Biology",NA,8791,"2000",1
"1148","Biology",NA,2032,"2000",1
"1149","Biology",NA,1405,"2000",0
"1150","Biology",NA,2047,"2000",0
"1151","Biology",NA,799,"2000",0
"1152","Biology",NA,298,"2000",0
"1153","Biology",NA,457,"2000",0
"1154","Biology",NA,879,"2000",0
"1155","Biology",NA,101,"2000",0
"1156","Biology",NA,1458,"2000",1
"1157","Medical",NA,2416,"2005",1
"1158","Medical",2186067,1049,"2000",1
"1159","Biology",NA,2542,"2000",0
"1160","Medical",NA,2921,"2000",1
"1161","Biology",NA,3860,"2000",1
"1162","Medical",NA,417,"1985",1
"1163","Biology",NA,2676,"2000",1
"1164","Biology",NA,1233,"2000",1
"1165","Biology",NA,6304,"2000",1
"1166","Biology",NA,3392,"2000",1
"1167","Biology",NA,3008,"2000",1
"1168","Biology",NA,1122,"2000",1
"1169","Biology",NA,1728,"1995",1
"1170","Medical",NA,947,"2000",1
"1171","Biology",NA,1008,"2005",1
"1172","Medical",NA,5250,"2000",1
"1173","Biology",NA,670,"1995",1
"1174","Biology",NA,3915,"1995",1
"1175","Medical",NA,1164,"2000",0
"1176","Biology",NA,1623,"2000",1
"1177","Biology",NA,1997,"2000",1
"1178","Biology",NA,2290,"2000",1
"1179","Biology",NA,809,"2000",0
"1180","Biology",NA,1381,"2000",0
"1181","Medical",NA,987,"2005",1
"1182","Biology",1844537,2120,"2000",1
"1183","Biology",NA,815,"2000",0
"1184","Medical",1728805,2655,"2000",1
"1185","Biology",NA,1431,"2000",1
"1186","Medical",NA,664,"2000",1
"1187","Medical",NA,1794,"2000",0
"1188","Medical",NA,1421,"2000",1
"1189","Biology",NA,4037,"1995",1
"1190","Medical",NA,658,"2000",1
"1191","Medical",17415976,1706,"1995",1
"1192","Medical",NA,776,"2000",1
"1193","Biology",NA,5279,"2000",1
"1194","Biology",NA,2635,"2000",0
"1195","Medical",NA,3307,"2000",1
"1196","Biology",NA,2831,"2000",1
"1197","Biology",NA,2345,"2000",1
"1198","Biology",NA,2240,"2000",1
"1199","Biology",NA,2314,"1995",1
"1200","Biology",NA,1425,"2000",1
"1201","Biology",NA,3084,"2000",1
"1202","Biology",NA,583,"2000",0
"1203","Medical",NA,1455,"2000",0
"1204","Medical",NA,1265,"1990",1
"1205","Biology",NA,4583,"2000",1
"1206","Biology",NA,615,"2000",1
"1207","Medical",NA,5258,"2000",1
"1208","Biology",NA,4362,"2000",1
"1209","Biology",NA,1841,"2000",1
"1210","Medical",NA,1186,"2000",1
"1211","Medical",NA,2355,"2000",1
"1212","Medical",33276,2119,"2000",1
"1213","Biology",NA,6321,"2000",1
"1214","Biology",NA,2659,"2000",1
"1215","Biology",NA,489,"2000",0
"1216","Biology",NA,6723,"2000",1
"1217","Biology",NA,1023,"1990",0
"1218","Biology",NA,940,"2000",0
"1219","Biology",NA,1669,"1995",1
"1220","Medical",NA,576,"2000",1
"1221","Medical",NA,2979,"2000",1
"1222","Medical",NA,1193,"2000",1
"1223","Biology",NA,1047,"1965",0
"1224","Medical",NA,613,"2005",1
"1225","Biology",NA,5530,"2000",1
"1226","Biology",NA,4484,"2000",0
"1227","Biology",NA,2101,"2000",1
"1228","Biology",NA,1262,"2000",1
"1229","Biology",NA,3452,"2000",1
"1230","Medical",NA,3704,"1995",0
"1231","Biology",NA,1728,"2000",0
"1232","Biology",NA,653,"2000",1
"1233","Medical",NA,1980,"2000",1
"1234","Biology",NA,1394,"2000",1
"1235","Biology",NA,1360,"1995",1
"1236","Biology",NA,3451,"2000",1
"1237","Biology",NA,1972,"2000",0
"1238","Medical",NA,1217,"2000",1
"1239","Biology",NA,30192,"1995",1
"1240","Biology",NA,981,"2000",1
"1241","Biology",NA,7753,"2000",1
"1242","Biology",220773,8130,"1995",1
"1243","Medical",NA,986,"1990",1
"1244","Biology",NA,1622,"2000",1
"1245","Biology",1820303,6600,"1985",1
"1246","Biology",NA,3250,"1995",0
"1247","Biology",NA,6380,"1995",1
"1248","Medical",NA,2629,"2000",1
"1249","Biology",NA,3955,"1995",0
"1250","Biology",NA,2234,"2005",1
"1251","Medical",NA,1949,"1990",1
"1252","Medical",NA,3506,"2000",1
"1253","Biology",NA,3890,"1995",1
"1254","Medical",482557,2342,"2000",1
"1255","Biology",NA,1693,"1990",1
"1256","Medical",NA,1034,"2000",1
"1257","Biology",NA,1838,"2000",1
"1258","Medical",NA,3789,"1995",1
"1259","Medical",NA,1599,"1995",1
"1260","Biology",NA,941,"1995",1
"1261","Medical",NA,195,"2000",0
"1262","Medical",6634606,1493,"1995",1
"1263","Medical",NA,3654,"1995",1
"1264","Medical",NA,1854,"1995",1
"1265","Biology",NA,970,"1990",1
"1266","Biology",NA,1027,"1980",1
"1267","Biology",NA,3058,"2000",1
"1268","Medical",5684365,1709,"1985",1
"1269","Medical",NA,9495,"1995",1
"1270","Medical",NA,2374,"1990",1
"1271","Biology",NA,5883,"1995",0
"1272","Biology",NA,5029,"1990",1
"1273","Medical",NA,1126,"1995",1
"1274","Medical",NA,5314,"1995",1
"1275","Biology",NA,2384,"1985",0
"1276","Biology",5935339,4275,"1995",1
"1277","Biology",NA,1443,"1990",1
"1278","Biology",NA,1177,"1990",0
"1279","Biology",NA,3588,"1995",1
"1280","Medical",NA,8242,"2000",1
"1281","Biology",NA,2893,"1990",1
"1282","Biology",NA,3813,"1990",1
"1283","Medical",NA,12061,"2000",1
"1284","Biology",NA,1902,"1995",0
"1285","Medical",NA,1722,"1990",1
"1286","Biology",NA,2678,"2000",1
"1287","Biology",NA,4330,"2000",1
"1288","Biology",NA,2649,"2000",1
"1289","Biology",NA,4592,"1995",1
"1290","Medical",NA,697,"2000",0
"1291","Biology",NA,2717,"2000",1
"1292","Medical",NA,1088,"2000",1
"1293","Biology",NA,4793,"1995",1
"1294","Biology",NA,2148,"2000",1
"1295","Medical",NA,4796,"1995",1
"1296","Biology",NA,2526,"2000",1
"1297","Medical",NA,3681,"1990",1
"1298","Medical",NA,1490,"1995",1
"1299","Biology",NA,3676,"1995",1
"1300","Medical",NA,3193,"1995",1
"1301","Biology",NA,2652,"1995",1
"1302","Medical",NA,846,"1990",1
"1303","Medical",NA,1948,"1995",1
"1304","Biology",NA,1820,"2000",1
"1305","Biology",NA,9598,"2000",1
"1306","Medical",NA,6863,"1995",1
"1307","Biology",25206175,56933,"2000",1
"1308","Biology",NA,1356,"1990",1
"1309","Biology",1862080,7729,"2000",1
"1310","Medical",NA,1161,"2000",1
"1311","Biology",NA,3969,"1995",1
"1312","Medical",NA,1117,"2000",0
"1313","Biology",NA,572,"1995",0
"1314","Biology",NA,3241,"1995",1
"1315","Biology",NA,1974,"1990",1
"1316","Medical",43062387,4410,"1990",1
"1317","Medical",NA,5960,"2000",1
"1318","Biology",NA,1895,"1995",1
"1319","Biology",NA,3760,"1995",1
"1320","Medical",2075998,4558,"1995",1
"1321","Biology",NA,1306,"1985",1
"1322","Biology",NA,10715,"1995",1
"1323","Biology",NA,2695,"2000",1
"1324","Biology",NA,4684,"2000",1
"1325","Biology",NA,7312,"1995",1
"1326","Medical",3759107,2835,"2000",1
"1327","Medical",NA,2355,"1995",1
"1328","Medical",NA,2481,"1995",1
"1329","Medical",NA,4107,"1995",1
"1330","Biology",NA,4125,"1995",1
"1331","Biology",NA,2136,"1995",1
"1332","Biology",NA,6893,"1995",1
"1333","Biology",NA,1031,"1995",0
"1334","Medical",NA,1935,"2000",0
"1335","Biology",NA,3232,"1990",1
"1336","Biology",NA,1665,"1975",1
"1337","Medical",NA,614,"2005",1
"1338","Biology",NA,1939,"1995",1
"1339","Biology",NA,1196,"1995",0
"1340","Biology",NA,6702,"2000",1
"1341","Biology",NA,1347,"2000",0
"1342","Medical",NA,5701,"1995",1
"1343","Medical",NA,4335,"2000",1
"1344","Medical",NA,1343,"2000",1
"1345","Biology",NA,855,"1990",1
"1346","Biology",NA,1023,"1995",1
"1347","Biology",NA,5248,"1995",1
"1348","Biology",NA,2749,"1995",1
"1349","Biology",NA,785,"1990",1
"1350","Medical",NA,2181,"2000",1
"1351","Biology",NA,2675,"1995",1
"1352","Biology",NA,2312,"1995",1
"1353","Biology",NA,4195,"1985",1
"1354","Biology",NA,7930,"1995",1
"1355","Medical",NA,1088,"2000",1
"1356","Biology",NA,5810,"2000",1
"1357","Biology",1363522,1723,"1990",1
"1358","Medical",NA,4145,"1995",1
"1359","Technology",NA,894,"1990",1
"1360","Medical",NA,823,"1995",1
"1361","Medical",NA,2416,"2000",1
"1362","Biology",NA,949,"1990",1
"1363","Medical",NA,1097,"1990",1
"1364","Medical",NA,3805,"1995",1
"1365","Medical",NA,2043,"1995",1
"1366","Biology",NA,3883,"1990",1
"1367","Medical",NA,2214,"2000",1
"1368","Biology",NA,1109,"1995",1
"1369","Biology",NA,1844,"1995",1
"1370","Biology",NA,1508,"1990",1
"1371","Biology",NA,1847,"1995",1
"1372","Biology",352587,5437,"2000",1
"1373","Biology",1169451,6765,"1990",0
"1374","Medical",NA,1637,"1990",1
"1375","Biology",NA,3487,"2000",1
"1376","Medical",NA,1346,"1995",1
"1377","Biology",NA,6169,"1995",1
"1378","Medical",NA,2415,"1970",1
"1379","Biology",NA,986,"2000",1
"1380","Biology",NA,2432,"1990",1
"1381","Biology",NA,2044,"2000",1
"1382","Biology",NA,1375,"1995",1
"1383","Biology",NA,4304,"2000",0
"1384","Biology",NA,4752,"1995",1
"1385","Biology",NA,3591,"2000",0
"1386","Medical",11044223,2910,"2000",1
"1387","Biology",4392148,3040,"1985",1
"1388","Biology",NA,4363,"1995",1
"1389","Biology",NA,1977,"1995",1
"1390","Biology",NA,2581,"1990",1
"1391","Medical",NA,1766,"1995",1
"1392","Biology",536272,23093,"1990",1
"1393","Biology",NA,3779,"1995",1
"1394","Biology",NA,6851,"2000",1
"1395","Biology",NA,6463,"1995",1
"1396","Biology",NA,2709,"1995",1
"1397","Medical",NA,1917,"1990",1
"1398","Biology",1854849,2207,"1995",1
"1399","Biology",NA,1540,"1985",1
"1400","Biology",NA,10530,"1985",1
"1401","Biology",NA,1819,"1985",0
"1402","Biology",NA,9124,"2000",1
"1403","Medical",NA,947,"1985",1
"1404","Biology",NA,8287,"1995",1
"1405","Medical",NA,2125,"1990",1
"1406","Biology",NA,4357,"2000",1
"1407","Biology",NA,5373,"2000",1
"1408","Biology",NA,1733,"1990",1
"1409","Biology",NA,3800,"1995",1
"1410","Biology",NA,1312,"2000",1
"1411","Biology",161542,17598,"2000",1
"1412","Biology",NA,1826,"1995",1
"1413","Technology",NA,3953,"2000",1
"1414","Biology",NA,3484,"2000",1
"1415","Biology",NA,3996,"1995",0
"1416","Biology",NA,4580,"1995",1
"1417","Technology",NA,1801,"1995",1
"1418","Biology",NA,1685,"1995",1
"1419","Medical",NA,1445,"1995",1
"1420","Biology",NA,2738,"2000",1
"1421","Biology",NA,1927,"1995",0
"1422","Biology",NA,7326,"1995",1
"1423","Medical",NA,5259,"2000",1
"1424","Biology",NA,2026,"1990",1
"1425","Biology",NA,6545,"2000",1
"1426","Biology",NA,2243,"1995",1
"1427","Biology",NA,1177,"1990",0
"1428","Biology",17415976,1634,"1995",1
"1429","Medical",NA,4820,"1990",1
"1430","Medical",NA,2076,"2000",1
"1431","Biology",43758218,9777,"1990",1
"1432","Medical",NA,3039,"1995",1
"1433","Biology",NA,2201,"2000",1
"1434","Medical",NA,7325,"1995",1
"1435","Biology",NA,5054,"1995",1
"1436","Biology",NA,728,"1990",1
"1437","Biology",NA,1361,"1995",1
"1438","Medical",NA,5453,"1995",1
"1439","Technology",NA,1814,"1995",1
"1440","Biology",NA,1036,"2000",0
"1441","Biology",NA,5380,"2000",1
"1442","Biology",NA,1098,"2000",1
"1443","Biology",NA,1138,"2000",1
"1444","Medical",NA,1619,"1985",1
"1445","Biology",NA,3315,"1995",1
"1446","Biology",2193778,7056,"1995",1
"1447","Medical",NA,3414,"2000",1
"1448","Medical",NA,3587,"2000",1
"1449","Medical",NA,8650,"1990",1
"1450","Biology",NA,1720,"2000",1
"1451","Medical",NA,6850,"1995",1
